customer_id,customer_age,account_age_days,transaction_count,average_transaction,total_spending,purchase_frequency
CUST0567,24,59,15,51.55,811.66,7.63
CUST0568,49,741,18,38.0,738.18,0.73
CUST0569,38,975,20,51.85,1166.97,0.62
CUST0570,38,1152,17,39.49,640.34,0.44
CUST0571,61,1087,19,3792.42,73332.45,0.52
CUST0572,27,987,24,55.7,1324.27,0.73
CUST0573,33,516,17,21.53,343.04,0.99
CUST0574,31,729,22,23.89,570.08,0.91
CUST0575,26,504,19,24.03,526.26,1.13
CUST0576,38,716,16,76.29,1120.47,0.67
CUST0577,33,1069,24,25.62,654.11,0.67
CUST0578,39,666,14,56.24,824.24,0.63
CUST0579,18,1263,11,49.49,502.42,0.26
CUST0580,41,769,23,23.19,551.07,0.9
CUST0581,43,673,16,86.44,1391.74,0.71
CUST0582,45,580,14,54.75,737.58,0.72
CUST0583,32,521,22,24.6,530.65,1.27
CUST0584,38,658,14,35.13,459.58,0.64
CUST0585,26,369,27,58.13,1685.03,2.2
CUST0586,18,1206,18,43.23,877.96,0.45
CUST0587,54,1022,18,20.85,414.8,0.53
CUST0588,38,638,12,139.74,1610.23,0.56
CUST0589,36,1126,18,56.0,984.02,0.48
CUST0590,44,229,16,47.67,673.09,2.1
CUST0591,23,1465,16,58.27,975.1,0.33
CUST0592,27,484,22,62.39,1391.52,1.36
CUST0593,51,605,24,37.44,855.42,1.19
CUST0594,40,1261,23,37.57,909.24,0.55
CUST0595,57,666,18,147.76,2879.11,0.81
CUST0596,39,649,26,15.0,438.0,1.2
CUST0597,53,1258,23,63.95,1179.67,0.55
CUST0598,36,721,26,22.55,544.27,1.08
CUST0599,38,1021,21,21.69,464.83,0.62
CUST0600,32,659,21,31.3,641.28,0.96
CUST0601,41,1346,18,69.27,1345.94,0.4
CUST0602,35,449,21,59.46,1214.04,1.4
CUST0603,25,507,17,21.5,334.75,1.01
CUST0604,27,996,7,80.98,482.01,0.21
CUST0605,42,363,110,750.07,83989.58,9.09
CUST0606,25,813,19,16.7,310.91,0.7
CUST0607,32,401,22,64.81,1479.24,1.65
CUST0608,25,1196,16,47.48,788.22,0.4
CUST0609,39,398,18,15.0,259.47,1.36
CUST0610,32,491,22,68.44,1615.8,1.34
CUST0611,48,1244,13,58.44,665.82,0.31
CUST0612,37,626,16,28.33,414.01,0.77
CUST0613,43,856,22,15.0,310.14,0.77
CUST0614,25,753,20,46.71,930.63,0.8
CUST0615,42,1378,14,59.21,933.07,0.3
CUST0616,18,1076,16,63.03,855.2,0.45
CUST0617,45,786,19,25.8,551.36,0.73
CUST0618,36,812,23,38.17,859.74,0.85
CUST0619,45,497,17,45.78,829.7,1.03
CUST0620,18,349,18,27.86,579.84,1.55
CUST0621,34,875,17,26.78,490.97,0.58
CUST0622,18,858,17,28.54,522.49,0.59
CUST0623,32,488,22,26.85,555.01,1.35
CUST0624,29,579,18,34.6,552.32,0.93
CUST0625,25,890,16,27.66,433.24,0.54
CUST0626,19,1256,16,19.34,291.05,0.38
CUST0627,41,455,12,40.77,507.24,0.79
CUST0628,42,1132,18,52.84,944.95,0.48
CUST0629,33,683,49,643.76,30376.59,2.15
CUST0630,44,389,15,20.58,293.99,1.16
CUST0631,36,479,27,55.34,1800.27,1.69
CUST0632,33,1026,14,68.06,968.53,0.41
CUST0633,31,449,23,43.46,877.0,1.54
CUST0634,47,766,22,56.02,1306.14,0.86
CUST0635,29,616,23,36.89,896.73,1.12
CUST0636,38,1206,16,15.58,261.98,0.4
CUST0637,34,253,20,38.14,754.6,2.37
CUST0638,28,825,15,42.31,636.01,0.55
CUST0639,40,798,13,15.0,191.61,0.49
CUST0640,22,1507,18,46.62,822.03,0.36
CUST0641,38,894,27,64.35,1861.33,0.91
CUST0642,18,1186,17,62.61,947.72,0.43
CUST0643,23,1072,18,59.16,1055.38,0.5
CUST0644,29,545,18,25.57,541.03,0.99
CUST0645,37,903,24,27.15,647.44,0.8
CUST0646,44,509,16,57.44,991.17,0.94
CUST0647,27,403,15,54.67,830.81,1.12
CUST0648,35,948,17,38.96,697.56,0.54
CUST0649,29,426,16,44.85,712.82,1.13
CUST0650,37,484,21,65.2,1401.45,1.3
CUST0651,46,593,22,28.51,674.65,1.11
CUST0652,54,250,12,69.59,837.3,1.44
CUST0653,44,533,12,23.67,281.23,0.68
CUST0654,43,1348,21,31.3,647.89,0.47
CUST0655,23,1450,116,1124.19,130299.38,2.4
CUST0656,38,276,21,79.26,1663.85,2.28
CUST0657,29,1089,19,36.39,704.69,0.52
CUST0658,33,756,27,24.45,638.42,1.07
CUST0659,47,792,11,43.28,405.76,0.42
CUST0660,34,125,23,42.3,846.01,5.52
CUST0661,30,180,15,15.0,207.56,2.5
CUST0662,25,496,21,61.14,1272.23,1.27
CUST0663,34,278,13,51.15,708.78,1.4
CUST0664,34,874,20,41.93,772.08,0.69
CUST0665,50,878,20,55.26,1189.94,0.68
CUST0666,28,371,23,61.66,1496.47,1.86
CUST0667,44,381,12,33.59,405.72,0.94
CUST0668,51,604,12,4972.0,61086.89,0.6
CUST0669,31,828,22,197.0,4632.86,0.8
CUST0670,18,722,17,69.01,1332.59,0.71
CUST0671,31,326,22,60.34,1201.24,2.02
CUST0672,51,800,23,186.89,4512.38,0.86
CUST0673,34,761,20,39.14,752.39,0.79
CUST0674,38,571,20,111.33,2119.07,1.05
CUST0675,48,400,22,35.31,772.37,1.65
CUST0676,37,421,22,37.76,759.05,1.57
CUST0677,18,1134,13,44.77,595.4,0.34
CUST0678,51,1204,10,16.96,158.78,0.25
CUST0679,24,858,23,31.6,693.33,0.8
CUST0680,42,836,25,31.09,789.51,0.9
CUST0681,42,196,19,44.53,792.53,2.91
CUST0682,39,257,35,514.95,17404.62,4.09
CUST0683,20,730,21,35.14,706.77,0.86
CUST0684,45,929,18,48.08,737.48,0.58
CUST0685,32,1190,14,19.66,273.91,0.35
CUST0686,18,373,20,15.31,293.67,1.61
CUST0687,28,1295,18,44.11,829.86,0.42
CUST0688,27,489,17,31.19,609.45,1.04
CUST0689,39,975,19,55.82,1158.99,0.58
CUST0690,20,517,16,37.77,634.8,0.93
CUST0691,18,667,17,52.1,817.94,0.76
CUST0692,39,596,19,33.67,591.38,0.96
CUST0693,50,440,18,15.0,274.81,1.23
CUST0694,40,691,50,303.2,15998.51,2.17
CUST0695,29,188,25,15.0,372.51,3.99
CUST0696,32,749,18,54.59,820.23,0.72
CUST0697,34,850,24,15.0,373.14,0.85
CUST0698,36,1076,20,62.58,1204.79,0.56
CUST0699,45,814,15,76.32,1239.57,0.55
CUST0700,27,559,21,36.9,823.64,1.13
CUST0701,49,924,27,29.45,784.28,0.88
CUST0702,53,500,24,18.64,451.99,1.44
CUST0703,38,904,20,86.12,1787.58,0.66
CUST0704,59,1134,18,34.3,679.25,0.48
CUST0705,40,468,28,62.9,1676.12,1.79
CUST0706,39,687,24,33.78,974.16,1.05
CUST0707,57,401,14,15.0,210.55,1.05
CUST0708,29,1928,25,20.71,474.72,0.39
CUST0709,56,362,102,583.5,60831.98,8.45
CUST0710,28,542,23,72.49,1833.6,1.27
CUST0711,39,814,20,37.83,828.22,0.74
CUST0712,46,601,13,41.94,516.34,0.65
CUST0713,35,1006,22,52.71,1112.93,0.66
CUST0714,36,447,22,51.58,1102.53,1.48
CUST0715,26,499,18,73.94,1262.56,1.08
CUST0716,38,1064,20,57.39,1256.93,0.56
CUST0717,47,1244,25,32.12,762.06,0.6
CUST0718,39,890,15,37.64,611.01,0.51
CUST0719,49,1404,17,55.22,920.64,0.36
CUST0720,36,640,16,38.56,660.71,0.75
CUST0721,44,924,19,15.0,301.71,0.62
CUST0722,36,841,19,37.29,622.17,0.68
CUST0723,55,673,16,15.0,279.88,0.71
CUST0724,32,184,20,27.67,636.6,3.26
CUST0725,39,1524,21,64.23,1236.98,0.41
CUST0726,47,353,28,20.2,611.81,2.38
CUST0727,22,340,15,69.13,1156.94,1.32
CUST0728,51,615,21,16.02,337.5,1.02
CUST0729,43,522,22,22.86,451.75,1.26
CUST0730,40,928,17,44.05,728.36,0.55
CUST0731,42,407,14,72.97,1052.76,1.03
CUST0732,44,943,112,574.55,65137.54,3.56
CUST0733,34,528,19,49.46,1091.69,1.08
CUST0734,41,269,26,41.15,1108.51,2.9
CUST0735,26,706,12,35.58,411.19,0.51
CUST0736,33,729,13,18.23,270.26,0.53
CUST0737,42,1074,15,29.02,372.9,0.42
CUST0738,33,668,11,7991.29,84622.32,0.49
CUST0739,47,837,12,38.04,463.0,0.43
CUST0740,28,295,14,31.94,421.6,1.42
CUST0741,29,922,16,59.36,1000.69,0.52
CUST0742,35,742,16,25.82,386.08,0.65
CUST0743,29,1387,21,53.49,1115.46,0.45
CUST0744,52,343,28,35.91,1021.31,2.45
CUST0745,49,696,21,34.39,714.07,0.91
CUST0746,18,582,26,23.07,521.57,1.34
CUST0747,42,343,18,66.17,1303.95,1.57
CUST0748,34,597,19,94.64,1798.27,0.95
CUST0749,36,1007,22,135.01,3233.2,0.66
CUST0750,29,564,21,37.65,889.91,1.12
CUST0751,41,598,19,86.18,1657.37,0.95
CUST0752,37,937,9,21.82,144.91,0.29
CUST0753,44,1031,28,32.42,1039.3,0.81
CUST0754,28,431,16,61.5,1047.17,1.11
CUST0755,23,325,20,35.16,719.61,1.85
CUST0756,31,249,24,36.8,794.42,2.89
CUST0757,21,1236,16,54.45,824.35,0.39
CUST0758,29,890,20,44.03,833.61,0.67
CUST0759,48,1082,21,16.5,328.75,0.58
CUST0760,34,929,12,41.27,477.5,0.39
CUST0761,37,492,19,56.27,997.68,1.16
CUST0762,51,509,19,91.92,1766.08,1.12
CUST0763,53,678,25,17.16,463.11,1.11
CUST0764,33,483,19,44.95,881.79,1.18
CUST0765,32,1377,19,43.2,838.73,0.41
CUST0766,35,209,23,51.25,1029.04,3.3
CUST0767,27,734,19,36.3,664.15,0.78
CUST0768,43,822,22,26.07,583.95,0.8
CUST0769,35,521,11,51.42,542.65,0.63
CUST0770,34,325,20,80.23,1544.39,1.85
CUST0771,34,1876,2,8.61,17.22,0.03
CUST0772,29,452,18,41.9,797.03,1.19
CUST0773,40,653,17,50.04,857.81,0.78
CUST0774,19,564,18,80.93,1373.89,0.96
CUST0775,27,564,20,37.67,689.35,1.06
CUST0776,18,210,24,36.31,952.97,3.43
CUST0777,19,421,24,15.0,341.37,1.71
CUST0778,22,1849,24,24.02,586.97,0.39
CUST0779,31,296,15,68.57,1072.47,1.52
CUST0780,29,429,19,117.02,2359.33,1.33
CUST0781,48,143,16,21.56,323.32,3.36
CUST0782,36,712,17,60.63,920.91,0.72
CUST0783,31,1131,12,37.85,418.25,0.32
CUST0784,30,552,20,46.23,978.45,1.09
CUST0785,24,669,20,40.96,779.25,0.9
CUST0786,36,491,19,34.15,658.32,1.16
CUST0787,44,740,20,54.66,1130.05,0.81
CUST0788,49,243,20,32.23,726.24,2.47
CUST0789,53,525,19,48.34,999.66,1.09
CUST0790,31,1571,18,33.77,580.05,0.34
CUST0791,25,1915,15,63.12,913.85,0.23
CUST0792,41,771,16,19.89,283.58,0.62
CUST0793,37,353,17,25.88,458.37,1.44
CUST0794,39,530,19,29.33,502.99,1.08
CUST0795,48,1016,23,54.51,1355.13,0.68
CUST0796,44,422,17,18.8,325.98,1.21
CUST0797,40,306,17,122.38,2220.87,1.67
CUST0798,36,311,25,58.03,1404.27,2.41
CUST0799,22,157,14,128.04,1717.03,2.68
CUST0800,38,858,24,90.11,2214.5,0.84
CUST0801,31,502,19,40.68,812.88,1.14
CUST0802,36,178,22,81.58,1490.79,3.71
CUST0803,30,884,19,33.75,579.04,0.64
CUST0804,45,1121,25,15.0,342.32,0.67
CUST0805,23,892,13,112.71,1204.15,0.44
CUST0806,35,287,19,23.95,453.66,1.99
CUST0807,35,498,17,36.81,622.89,1.02
CUST0808,45,1004,18,78.22,1345.26,0.54
CUST0809,45,576,20,34.97,695.3,1.04
CUST0810,42,1176,23,41.96,921.83,0.59
CUST0811,25,1218,11,20.6,234.88,0.27
CUST0812,20,728,19,43.84,866.35,0.78
CUST0813,39,426,16,35.69,611.84,1.13
CUST0814,33,300,16,33.14,549.97,1.6
CUST0815,43,363,9,23.91,195.31,0.74
CUST0816,38,332,19,20.55,411.4,1.72
CUST0817,32,122,21,22.65,480.83,5.16
CUST0818,33,540,24,44.9,1186.42,1.33
CUST0819,39,552,13,31.67,384.95,0.71
CUST0820,30,1748,20,22.98,469.17,0.34
CUST0821,39,145,16,87.73,1544.9,3.31
CUST0822,24,1252,19,122.49,2394.1,0.46
CUST0823,28,828,13,30.78,371.46,0.47
CUST0824,42,291,22,109.98,2318.02,2.27
CUST0825,32,630,23,43.29,881.07,1.1
CUST0826,36,728,21,65.56,1408.93,0.87
CUST0827,26,330,22,42.93,976.79,2.0
CUST0828,24,951,19,70.01,1293.92,0.6
CUST0829,34,440,14,35.03,476.51,0.95
CUST0830,29,423,16,35.67,614.61,1.13
CUST0831,40,1355,19,22.89,410.94,0.42
CUST0832,29,419,18,42.9,844.8,1.29
CUST0833,33,805,19,20.86,401.4,0.71
CUST0834,42,830,20,18.93,319.07,0.72
CUST0835,25,1082,17,28.64,497.86,0.47
CUST0836,41,346,18,28.41,512.81,1.56
CUST0837,35,801,129,115.57,15607.59,4.83
CUST0838,31,742,15,20.16,291.48,0.61
CUST0839,39,330,19,27.72,511.53,1.73
CUST0840,51,990,16,80.51,1357.71,0.48
CUST0841,33,517,16,33.33,490.11,0.93
CUST0842,33,339,28,57.32,1476.02,2.48
CUST0843,35,896,20,28.77,528.34,0.67
CUST0844,24,718,26,21.03,545.87,1.09
CUST0845,24,784,22,68.47,1588.6,0.84
CUST0846,30,844,15,23.53,302.31,0.53
CUST0847,38,1083,22,39.02,845.87,0.61
CUST0848,49,1098,20,47.72,1011.45,0.55
CUST0849,30,494,12,24.25,274.79,0.73
CUST0850,28,436,27,25.11,656.51,1.86
CUST0851,38,486,22,36.81,709.96,1.36
CUST0852,31,897,20,15.0,291.31,0.67
CUST0853,43,316,16,91.15,1636.57,1.52
CUST0854,39,494,16,37.44,592.09,0.97
CUST0855,34,644,139,25.53,3591.09,6.48
CUST0856,37,1224,12,20.81,224.06,0.29
CUST0857,33,1652,17,50.99,846.11,0.31
CUST0858,23,616,22,28.18,610.24,1.07
CUST0859,26,312,18,39.42,790.27,1.73
CUST0860,34,417,17,53.67,824.59,1.22
CUST0861,41,296,20,15.0,292.53,2.03
CUST0862,39,716,22,19.42,455.62,0.92
CUST0863,54,701,16,24.23,396.46,0.68
CUST0864,48,396,17,15.0,281.62,1.29
CUST0865,44,964,17,33.59,615.05,0.53
CUST0866,39,1075,19,197.04,4235.59,0.53
CUST0867,35,742,12,23.81,263.34,0.49
CUST0868,25,611,20,28.51,524.08,0.98
CUST0869,18,327,16,28.99,488.59,1.47
CUST0870,18,296,15,23.27,366.03,1.52
CUST0871,44,387,16,31.33,567.41,1.24
CUST0872,45,438,16,23.46,386.26,1.1
CUST0873,25,722,18,38.13,697.49,0.75
CUST0874,27,531,10,37.04,395.07,0.56
CUST0875,48,1407,30,32.95,1235.34,0.64
CUST0876,29,577,12,53.77,728.89,0.62
CUST0877,45,715,25,31.31,757.14,1.05
CUST0878,29,559,16,34.63,538.36,0.86
CUST0879,18,390,14,30.58,428.56,1.08
CUST0880,38,633,20,21.1,424.53,0.95
CUST0881,18,696,19,83.37,1585.99,0.82
CUST0882,38,712,17,15.0,262.02,0.72
CUST0883,30,1315,19,17.52,350.84,0.43
CUST0884,36,302,12,64.48,825.49,1.19
CUST0885,25,542,22,29.73,633.35,1.22
CUST0886,32,1039,27,38.29,944.95,0.78
CUST0887,35,236,20,39.37,801.23,2.54
CUST0888,18,452,22,58.86,1312.37,1.46
CUST0889,36,501,24,35.55,793.66,1.44
CUST0890,31,418,22,36.56,889.78,1.58
CUST0891,49,606,20,88.22,1814.36,0.99
CUST0892,42,507,18,15.0,271.23,1.07
CUST0893,38,579,20,37.46,806.33,1.04
CUST0894,37,374,30,6514.8,198651.18,2.41
CUST0895,35,389,25,72.91,1815.65,1.93
CUST0896,45,769,17,67.19,1195.65,0.66
CUST0897,27,221,20,19.51,435.3,2.71
CUST0898,35,1572,19,40.23,841.51,0.36
CUST0899,34,636,19,34.86,616.6,0.9
CUST0900,19,846,17,30.31,492.68,0.6
CUST0901,39,135,41,125.67,4905.03,9.11
CUST0902,37,476,17,36.07,467.29,1.07
CUST0903,23,1109,16,23.16,398.01,0.43
CUST0904,37,578,12,68.78,781.12,0.62
CUST0905,23,1123,24,15.79,374.49,0.64
CUST0906,34,532,16,69.39,1143.75,0.9
CUST0907,29,528,19,228.59,4588.87,1.08
CUST0908,48,838,23,25.05,575.37,0.82
CUST0909,32,887,22,25.93,527.24,0.74
CUST0910,28,1306,122,1217.5,151004.05,2.8
CUST0911,37,615,16,59.33,1091.61,0.78
CUST0912,34,681,21,31.04,733.08,0.93
CUST0913,36,725,18,41.54,734.79,0.74
CUST0914,43,635,17,45.73,755.13,0.8
CUST0915,38,386,23,60.8,1507.92,1.79
CUST0916,38,449,16,74.89,1049.27,1.07
CUST0917,44,907,19,52.58,970.23,0.63
CUST0918,45,777,15,45.33,660.37,0.58
CUST0919,18,1723,17,30.11,503.48,0.3
CUST0920,31,1755,17,48.61,839.06,0.29
CUST0921,32,795,18,31.05,546.81,0.68
CUST0922,32,1000,22,42.72,945.33,0.66
CUST0923,45,549,17,15.65,254.17,0.93
CUST0924,44,941,21,42.66,879.86,0.67
CUST0925,37,303,21,17.96,327.39,2.08
CUST0926,29,1369,17,67.5,1086.74,0.37
CUST0927,38,486,22,47.92,981.04,1.36
CUST0928,23,449,12,49.76,572.28,0.8
CUST0929,38,183,12,72.53,1003.83,1.97
CUST0930,18,334,22,25.15,550.67,1.98
CUST0931,53,830,22,44.93,1011.9,0.8
CUST0932,23,372,13,18.59,263.87,1.05
CUST0933,38,629,11,94.65,909.9,0.52
CUST0934,26,742,18,32.03,591.98,0.73
CUST0935,40,1496,35,269.65,9733.2,0.7
CUST0936,21,433,17,29.01,538.86,1.18
CUST0937,39,1052,19,43.76,995.67,0.54
CUST0938,38,643,28,48.23,1380.96,1.31
CUST0939,45,497,24,54.8,1259.6,1.45
CUST0940,46,716,13,30.51,424.61,0.54
CUST0941,18,410,20,49.32,949.75,1.46
CUST0942,44,833,13,119.98,1309.87,0.47
CUST0943,46,259,14,19.17,264.57,1.62
CUST0944,26,435,21,15.09,338.17,1.45
CUST0945,23,1059,21,63.45,1438.22,0.59
CUST0946,45,344,18,17.94,304.44,1.57
CUST0947,27,1149,13,34.13,466.3,0.34
CUST0948,21,616,1,5.12,5.12,0.05
CUST0949,18,584,18,27.62,510.32,0.92
CUST0950,29,315,14,74.57,1097.43,1.33
CUST0951,32,1188,28,52.51,1552.59,0.71
CUST0952,51,679,15,35.51,582.56,0.66
CUST0953,39,418,22,41.83,961.06,1.58
CUST0954,49,609,17,174.96,2590.86,0.84
CUST0955,34,1635,18,33.15,567.16,0.33
CUST0956,30,572,11,35.33,406.35,0.58
CUST0957,39,645,24,34.24,853.31,1.12
CUST0958,39,1783,22,15.0,332.77,0.37
CUST0959,30,1223,27,41.27,1070.59,0.66
CUST0960,35,279,18,72.23,1361.82,1.94
CUST0961,37,388,15,15.0,246.1,1.16
CUST0962,44,476,13,41.88,550.03,0.82
CUST0963,37,879,20,57.56,1071.41,0.68
CUST0964,39,509,15,39.7,529.5,0.88
CUST0965,28,723,14,119.74,1668.76,0.58
CUST0966,26,538,21,84.83,1850.66,1.17
CUST0967,42,538,14,56.04,728.62,0.78
CUST0968,32,537,16,42.53,727.37,0.89
CUST0969,41,787,21,64.34,1556.2,0.8
CUST0970,20,782,14,27.73,346.87,0.54
CUST0971,50,303,45,218.21,10169.38,4.46
CUST0972,46,623,14,31.49,411.16,0.67
CUST0973,27,1183,18,22.06,344.46,0.46
CUST0974,45,487,21,73.84,1566.89,1.29
CUST0975,27,612,10,33.42,319.98,0.49
CUST0976,51,824,12,52.82,593.45,0.44
CUST0977,36,1119,21,42.08,920.24,0.56
CUST0978,56,1224,21,60.48,1261.8,0.51
CUST0979,28,1042,20,51.55,1143.26,0.58
CUST0980,46,1084,12,30.82,325.84,0.33
CUST0981,34,742,19,72.29,1411.91,0.77
CUST0982,46,969,15,16.31,246.21,0.46
CUST0983,41,756,25,51.81,1160.77,0.99
CUST0984,24,584,13,73.97,926.91,0.67
CUST0985,43,898,21,111.77,2345.68,0.7
CUST0986,50,939,23,25.69,613.18,0.73
CUST0987,37,705,16,63.89,1066.99,0.68
CUST0988,40,1015,19,113.48,1946.09,0.56
CUST0989,33,304,20,39.4,830.58,1.97
CUST0990,41,264,19,49.08,1110.23,2.16
CUST0991,32,841,24,18.15,395.8,0.86
CUST0992,25,1039,17,33.3,621.43,0.49
CUST0993,40,994,22,26.97,520.68,0.66
CUST0994,30,30,12,93.71,1148.5,12.0
CUST0995,34,524,97,41.65,3922.77,5.55
CUST0996,46,530,17,49.66,870.75,0.96
CUST0997,40,369,23,40.56,882.95,1.87
CUST0998,32,1146,18,40.56,823.77,0.47
CUST0999,21,776,21,75.06,1356.2,0.81
CUST1000,27,726,25,32.17,788.84,1.03
