CustomerID,Age,TenureMonths,MonthlyRevenue,SupportTickets,MonthlyLogins,Contract,Segment,ChurnRisk,Churn
C00458,50,53,189.33,1,16,Two Year,Premium,0.032,1
C00459,61,51,99.84,2,16,Monthly,Premium,0.238,0
C00460,23,16,27.02,1,8,Annual,Value,0.531,1
C00461,55,38,52.39,4,20,Monthly,Standard,0.475,0
C00462,25,37,147.85,1,10,Monthly,Standard,0.244,1
C00463,56,12,176.58,4,11,Annual,Premium,0.204,1
C00464,39,34,62.19,4,5,Monthly,Standard,0.61,1
C00465,18,32,203.48,2,15,Annual,Value,0.063,0
C00466,68,24,190.2,1,7,Annual,Standard,0.111,0
C00467,26,46,189.68,4,9,Monthly,Standard,0.162,0
C00468,48,41,65.53,5,17,Monthly,Standard,0.459,0
C00469,27,32,30.11,3,15,Annual,Value,0.369,0
C00470,66,44,193.48,3,9,Annual,Value,0.063,0
C00471,56,46,81.16,2,12,Annual,Standard,0.165,0
C00472,59,35,143.78,2,13,Annual,Standard,0.117,0
C00473,40,17,171.99,2,9,Monthly,Standard,0.356,1
C00474,42,46,45.66,4,15,Monthly,Standard,0.469,1
C00475,50,44,176.17,2,13,Annual,Premium,0.061,0
C00476,58,60,207.7,2,16,Annual,Standard,0.03,0
C00477,62,9,165.67,0,17,Annual,Standard,0.155,0
C00478,18,26,108.24,1,6,Monthly,Standard,0.468,1
C00479,52,56,195.34,1,8,Monthly,Standard,0.092,0
C00480,23,31,125.49,2,12,Annual,Premium,0.164,0
C00481,32,57,168.95,2,8,Monthly,Premium,0.128,0
C00482,61,1,184.1,3,18,Monthly,Standard,0.4,0
C00483,31,3,169.87,3,14,Annual,Premium,0.238,0
C00484,59,48,77.57,2,7,Monthly,Premium,0.383,1
C00485,42,22,43.57,2,11,Monthly,Value,0.669,1
C00486,30,32,67.67,0,10,Monthly,Standard,0.48,1
C00487,35,26,120.57,1,8,Two Year,Value,0.206,1
C00488,45,25,121.06,1,14,Monthly,Standard,0.371,0
C00489,57,57,136.53,2,11,Monthly,Standard,0.163,1
C00490,49,6,99.02,1,12,Monthly,Standard,0.616,1
C00491,66,47,177.38,1,10,Monthly,Premium,0.138,0
C00492,63,54,202.63,1,12,Monthly,Value,0.079,0
C00493,57,40,69.35,1,15,Annual,Value,0.187,1
C00494,49,24,167.3,2,14,Monthly,Standard,0.277,1
C00495,33,10,155.59,1,13,Monthly,Value,0.406,1
C00496,39,41,124.62,1,13,Monthly,Standard,0.251,0
C00497,24,29,57.71,4,16,Monthly,Value,0.573,0
C00498,37,9,179.05,1,12,Monthly,Value,0.356,0
C00499,66,22,212.13,0,12,Annual,Premium,0.073,0
C00500,40,58,164.37,0,9,Annual,Value,0.042,0
C00501,23,16,203.57,2,18,Annual,Value,0.095,0
C00502,51,11,216.84,3,18,Monthly,Standard,0.241,0
C00503,68,41,90.41,1,15,Two Year,Premium,0.147,0
C00504,63,12,147.64,1,15,Annual,Value,0.194,0
C00505,32,56,114.79,1,15,Monthly,Standard,0.172,0
C00506,41,52,217.33,1,12,Monthly,Standard,0.072,0
C00507,45,60,38.76,1,14,Annual,Value,0.146,0
C00508,30,55,102.47,2,11,Monthly,Standard,0.239,0
C00509,31,15,195.11,1,16,Monthly,Value,0.243,1
C00510,30,13,76.81,2,13,Annual,Standard,0.389,0
C00511,69,21,177.56,5,12,Monthly,Standard,0.346,0
C00512,56,29,96.56,3,14,Two Year,Value,0.233,0
C00513,61,53,216.0,2,12,Monthly,Standard,0.077,1
C00514,60,45,196.71,2,14,Monthly,Standard,0.115,0
C00515,67,39,80.26,3,10,Monthly,Standard,0.448,1
C00516,23,53,174.04,2,8,Monthly,Premium,0.137,0
C00517,63,39,87.37,1,9,Two Year,Standard,0.192,0
C00518,21,23,141.27,1,15,Annual,Standard,0.15,0
C00519,42,25,151.7,5,8,Two Year,Value,0.21,0
C00520,48,32,185.92,3,6,Annual,Value,0.11,0
C00521,36,6,24.89,3,4,Monthly,Value,0.82,1
C00522,25,45,64.03,1,21,Monthly,Premium,0.313,1
C00523,27,40,162.38,4,16,Monthly,Standard,0.206,0
C00524,60,44,132.7,2,11,Two Year,Premium,0.106,1
C00525,34,33,119.12,1,10,Monthly,Value,0.344,0
C00526,34,47,31.04,3,5,Monthly,Standard,0.569,0
C00527,66,57,89.66,2,14,Monthly,Value,0.235,0
C00528,25,35,193.02,4,9,Annual,Standard,0.091,0
C00529,65,27,26.18,1,18,Monthly,Standard,0.599,0
C00530,65,7,99.29,1,10,Annual,Value,0.378,1
C00531,49,47,209.03,3,10,Annual,Standard,0.046,0
C00532,26,55,30.18,3,11,Annual,Value,0.231,0
C00533,26,42,169.94,3,17,Monthly,Value,0.163,0
C00534,32,52,71.52,2,20,Monthly,Standard,0.269,0
C00535,48,52,193.32,4,10,Monthly,Standard,0.127,0
C00536,25,48,169.21,4,11,Two Year,Standard,0.073,0
C00537,41,31,197.14,3,16,Two Year,Value,0.073,0
C00538,24,6,63.18,5,15,Annual,Value,0.539,0
C00539,46,1,126.26,5,11,Monthly,Standard,0.671,1
C00540,19,13,175.85,3,11,Monthly,Standard,0.382,0
C00541,54,26,69.14,4,17,Annual,Standard,0.315,0
C00542,20,45,66.15,1,17,Monthly,Standard,0.338,0
C00543,28,28,25.44,2,14,Annual,Value,0.402,0
C00544,27,2,211.7,0,5,Annual,Value,0.17,0
C00545,61,13,162.0,3,17,Monthly,Standard,0.372,0
C00546,20,59,147.11,3,15,Monthly,Standard,0.132,0
C00547,40,60,168.8,0,11,Monthly,Standard,0.09,0
C00548,48,23,126.32,1,16,Monthly,Premium,0.356,1
C00549,44,49,115.23,1,14,Annual,Standard,0.091,0
C00550,53,44,109.91,3,16,Monthly,Value,0.279,0
C00551,59,56,148.09,2,15,Monthly,Standard,0.132,1
C00552,38,54,60.31,2,7,Monthly,Standard,0.383,1
C00553,61,38,197.61,5,17,Monthly,Standard,0.162,0
C00554,34,24,182.35,5,16,Annual,Premium,0.126,0
C00555,69,38,89.91,4,13,Annual,Standard,0.214,1
C00556,44,20,135.72,1,20,Monthly,Value,0.323,1
C00557,56,21,48.21,1,11,Monthly,Premium,0.644,0
C00558,63,37,214.47,3,18,Monthly,Standard,0.116,0
C00559,59,35,200.58,1,14,Monthly,Standard,0.138,0
C00560,62,35,204.38,2,9,Monthly,Premium,0.166,0
C00561,45,24,86.43,2,11,Two Year,Standard,0.293,1
C00562,20,25,53.83,3,9,Monthly,Premium,0.653,0
C00563,43,1,62.35,0,15,Monthly,Standard,0.709,1
C00564,27,37,38.0,1,12,Monthly,Value,0.53,1
C00565,64,35,44.02,3,19,Annual,Standard,0.279,1
C00566,30,57,34.26,1,11,Monthly,Standard,0.377,1
C00567,29,31,217.96,1,11,Two Year,Standard,0.058,0
C00568,30,29,34.81,3,11,Monthly,Value,0.658,0
C00569,51,5,46.51,1,12,Annual,Premium,0.534,1
C00570,47,12,185.45,3,14,Annual,Value,0.159,0
C00571,67,21,136.05,3,16,Monthly,Standard,0.388,1
C00572,39,23,174.88,2,16,Monthly,Value,0.253,0
C00573,32,22,146.18,1,14,Monthly,Standard,0.326,0
C00574,20,24,196.44,5,11,Annual,Premium,0.126,0
C00575,18,47,147.69,2,11,Two Year,Standard,0.081,0
C00576,37,8,124.43,1,9,Monthly,Premium,0.55,1
C00577,66,20,162.55,2,13,Monthly,Value,0.326,0
C00578,45,10,109.48,1,16,Monthly,Standard,0.517,1
C00579,64,19,89.21,2,13,Monthly,Standard,0.547,0
C00580,23,42,113.53,0,12,Annual,Premium,0.114,0
C00581,22,3,53.94,4,13,Monthly,Standard,0.795,1
C00582,61,21,179.31,3,12,Monthly,Standard,0.302,0
C00583,23,2,72.14,5,12,Two Year,Value,0.573,1
C00584,20,58,50.71,3,14,Annual,Standard,0.16,0
C00585,39,44,69.27,2,15,Annual,Standard,0.18,0
C00586,66,15,188.41,1,9,Monthly,Value,0.308,0
C00587,53,12,86.04,2,11,Two Year,Standard,0.388,1
C00588,23,6,157.21,3,16,Annual,Standard,0.234,0
C00589,61,29,191.28,2,11,Monthly,Premium,0.212,0
C00590,61,46,35.55,0,11,Monthly,Standard,0.445,1
C00591,59,36,173.0,0,9,Two Year,Standard,0.079,0
C00592,64,53,81.53,3,8,Annual,Premium,0.162,0
C00593,30,21,63.32,3,11,Annual,Value,0.399,0
C00594,68,17,157.78,3,9,Annual,Premium,0.209,0
C00595,34,29,201.96,1,11,Annual,Standard,0.074,1
C00596,59,13,79.0,3,11,Annual,Premium,0.421,1
C00597,48,59,133.77,3,11,Two Year,Standard,0.07,0
C00598,58,12,77.97,6,11,Monthly,Value,0.731,1
C00599,50,29,130.86,1,13,Monthly,Premium,0.321,0
C00600,51,32,144.37,2,13,Annual,Standard,0.127,0
C00601,50,4,142.07,3,16,Monthly,Standard,0.516,1
C00602,58,29,144.71,1,18,Annual,Value,0.11,0
C00603,56,28,47.02,2,13,Annual,Premium,0.35,0
C00604,24,16,158.71,0,19,Annual,Value,0.127,0
C00605,60,8,154.95,0,10,Annual,Standard,0.216,0
C00606,45,3,156.52,2,14,Monthly,Standard,0.477,0
C00607,34,1,34.81,1,6,Two Year,Standard,0.652,1
C00608,44,29,109.37,4,11,Monthly,Standard,0.462,0
C00609,68,6,101.81,2,17,Annual,Standard,0.344,0
C00610,62,58,37.34,0,14,Two Year,Premium,0.146,0
C00611,61,15,64.47,1,10,Monthly,Standard,0.655,1
C00612,42,40,108.19,4,9,Monthly,Standard,0.389,0
C00613,58,41,168.58,2,16,Monthly,Standard,0.163,0
C00614,38,30,67.41,3,9,Annual,Premium,0.331,0
C00615,53,54,185.95,2,12,Monthly,Standard,0.103,0
C00616,51,7,129.16,2,11,Monthly,Standard,0.55,1
C00617,30,15,172.08,1,15,Two Year,Standard,0.139,0
C00618,31,16,114.51,1,17,Monthly,Value,0.441,0
C00619,21,9,119.84,3,9,Annual,Standard,0.355,0
C00620,25,18,143.94,2,15,Annual,Standard,0.182,1
C00621,40,19,205.59,3,12,Monthly,Premium,0.253,0
C00622,42,46,118.36,2,14,Monthly,Value,0.242,0
C00623,26,19,125.73,2,13,Two Year,Standard,0.223,1
C00624,39,53,140.4,2,9,Annual,Standard,0.078,0
C00625,49,47,167.5,2,10,Monthly,Premium,0.165,1
C00626,30,55,34.37,3,11,Annual,Premium,0.222,0
C00627,35,7,123.14,2,13,Monthly,Value,0.55,0
C00628,37,60,116.32,3,9,Monthly,Premium,0.207,0
C00629,44,37,204.34,1,8,Annual,Standard,0.061,0
C00630,37,59,118.7,2,14,Monthly,Premium,0.168,0
C00631,56,22,113.66,2,14,Monthly,Value,0.439,1
C00632,35,58,212.44,0,10,Two Year,Value,0.03,0
C00633,40,36,110.12,2,14,Monthly,Value,0.334,0
C00634,37,5,56.18,2,10,Monthly,Value,0.765,1
C00635,27,25,63.38,1,9,Monthly,Value,0.584,1
C00636,53,9,39.04,1,13,Annual,Standard,0.513,0
C00637,30,57,20.11,0,9,Annual,Premium,0.206,0
C00638,33,19,106.39,3,10,Two Year,Standard,0.305,0
C00639,59,14,173.85,3,14,Monthly,Standard,0.355,0
C00640,67,34,166.69,1,16,Annual,Standard,0.079,0
C00641,52,26,26.43,0,12,Annual,Premium,0.39,0
C00642,65,6,134.0,3,15,Monthly,Premium,0.532,0
C00643,62,49,50.86,2,9,Monthly,Standard,0.435,1
C00644,43,51,208.22,1,15,Annual,Premium,0.03,0
C00645,58,45,53.47,5,3,Monthly,Premium,0.581,1
C00646,35,38,145.33,1,12,Annual,Premium,0.099,0
C00647,41,25,85.25,0,12,Annual,Standard,0.246,1
C00648,45,33,148.31,3,8,Monthly,Premium,0.322,0
C00649,67,32,102.45,2,14,Two Year,Premium,0.189,0
C00650,62,10,171.93,1,4,Annual,Premium,0.22,0
C00651,43,5,66.14,3,6,Monthly,Value,0.784,1
C00652,51,16,201.16,1,7,Annual,Premium,0.127,0
C00653,28,28,120.04,3,19,Monthly,Premium,0.351,0
C00654,59,10,171.22,5,14,Annual,Value,0.224,0
C00655,46,7,189.95,3,10,Monthly,Value,0.4,1
C00656,45,52,219.77,2,9,Monthly,Premium,0.084,0
C00657,57,23,64.79,2,14,Monthly,Standard,0.576,0
C00658,50,36,77.38,1,18,Monthly,Premium,0.371,1
C00659,21,32,70.09,4,8,Monthly,Standard,0.579,1
C00660,32,45,72.57,3,14,Monthly,Standard,0.386,1
C00661,27,45,136.49,2,10,Two Year,Value,0.101,0
C00662,56,18,218.7,3,8,Monthly,Value,0.256,0
C00663,19,51,218.06,1,16,Monthly,Standard,0.065,0
C00664,28,23,125.35,1,8,Monthly,Premium,0.426,0
C00665,49,51,147.81,2,11,Annual,Value,0.072,0
C00666,54,25,191.99,1,11,Monthly,Standard,0.219,0
C00667,44,7,206.59,5,13,Annual,Value,0.178,0
C00668,62,46,60.77,2,8,Annual,Premium,0.225,0
C00669,65,2,125.71,3,11,Monthly,Standard,0.624,1
C00670,24,47,186.57,1,14,Two Year,Value,0.044,0
C00671,67,3,80.64,2,13,Monthly,Value,0.701,1
C00672,49,13,107.96,1,8,Annual,Standard,0.323,1
C00673,51,37,217.12,0,10,Monthly,Standard,0.114,0
C00674,22,57,217.01,3,9,Annual,Standard,0.031,0
C00675,50,25,201.22,3,13,Annual,Standard,0.093,0
C00676,55,8,179.69,0,10,Monthly,Value,0.357,0
C00677,48,14,73.83,1,12,Monthly,Standard,0.621,1
C00678,22,54,84.17,3,11,Monthly,Premium,0.307,0
C00679,45,44,129.46,1,17,Monthly,Premium,0.198,0
C00680,66,7,132.16,3,14,Two Year,Standard,0.299,0
C00681,55,24,121.1,2,9,Annual,Value,0.226,0
C00682,25,16,147.33,1,19,Annual,Premium,0.154,0
C00683,67,11,101.66,2,9,Two Year,Standard,0.368,0
C00684,67,51,169.83,2,14,Annual,Value,0.051,0
C00685,26,38,86.71,3,16,Annual,Standard,0.188,0
C00686,59,11,86.14,1,16,Monthly,Premium,0.577,0
C00687,39,40,45.45,7,8,Monthly,Standard,0.647,0
C00688,48,25,57.74,3,11,Monthly,Standard,0.626,1
C00689,41,4,190.1,2,9,Monthly,Premium,0.412,0
C00690,58,27,109.26,2,19,Monthly,Standard,0.368,0
C00691,69,12,65.57,2,16,Monthly,Standard,0.649,1
C00692,59,15,171.87,6,19,Monthly,Standard,0.375,1
C00693,66,53,130.8,0,16,Monthly,Standard,0.144,0
C00694,67,43,24.23,4,10,Monthly,Premium,0.602,1
C00695,22,9,83.27,1,12,Monthly,Premium,0.635,1
C00696,31,52,55.4,1,20,Monthly,Premium,0.29,1
C00697,55,35,151.17,2,17,Monthly,Premium,0.222,0
C00698,48,53,75.01,3,14,Annual,Standard,0.145,0
C00699,20,45,32.99,3,14,Annual,Premium,0.271,0
C00700,22,21,30.99,1,10,Monthly,Standard,0.697,1
C00701,45,33,136.35,2,9,Monthly,Premium,0.326,0
C00702,50,32,24.34,1,14,Monthly,Premium,0.596,0
C00703,26,44,189.76,2,13,Monthly,Premium,0.131,0
C00704,26,15,51.08,1,11,Monthly,Standard,0.683,1
C00705,24,20,141.31,0,12,Two Year,Standard,0.166,0
C00706,47,15,108.94,1,13,Monthly,Value,0.501,0
C00707,18,18,108.57,3,10,Monthly,Premium,0.547,0
C00708,47,10,34.36,3,10,Annual,Standard,0.588,0
C00709,42,3,180.55,1,16,Monthly,Value,0.368,0
C00710,42,57,198.61,3,12,Monthly,Standard,0.089,0
C00711,53,5,22.2,1,16,Monthly,Premium,0.784,0
C00712,45,54,55.72,3,11,Two Year,Premium,0.186,0
C00713,55,1,200.78,3,9,Monthly,Premium,0.428,0
C00714,57,47,129.9,2,14,Annual,Value,0.09,0
C00715,65,20,50.01,1,13,Annual,Standard,0.386,1
C00716,59,32,60.56,2,10,Monthly,Standard,0.546,0
C00717,44,17,152.0,1,17,Annual,Value,0.151,0
C00718,43,30,164.96,0,9,Monthly,Standard,0.241,0
C00719,30,28,139.89,2,8,Monthly,Standard,0.364,1
C00720,49,32,210.63,4,11,Monthly,Premium,0.187,0
C00721,25,24,118.81,4,12,Two Year,Standard,0.245,1
C00722,66,33,80.05,4,12,Monthly,Premium,0.506,1
C00723,61,50,115.45,4,13,Monthly,Premium,0.263,1
C00724,24,27,91.93,2,13,Two Year,Standard,0.245,0
C00725,58,22,64.88,1,8,Monthly,Standard,0.613,0
C00726,24,8,29.19,1,7,Two Year,Standard,0.602,0
C00727,55,22,90.44,2,5,Annual,Standard,0.343,0
C00728,22,8,162.28,3,16,Annual,Premium,0.211,0
C00729,43,11,23.69,2,12,Annual,Value,0.572,0
C00730,52,58,107.84,1,18,Annual,Premium,0.065,0
C00731,55,6,148.8,2,8,Monthly,Value,0.526,0
C00732,39,29,142.08,0,14,Two Year,Standard,0.118,0
C00733,65,51,175.33,2,16,Two Year,Standard,0.044,0
C00734,58,58,182.1,2,13,Two Year,Standard,0.036,0
C00735,28,9,162.34,2,14,Annual,Value,0.202,1
C00736,52,10,40.56,3,19,Annual,Standard,0.492,0
C00737,55,23,115.0,1,10,Annual,Premium,0.224,0
C00738,35,34,140.68,1,14,Monthly,Value,0.254,0
C00739,56,58,69.11,2,13,Monthly,Premium,0.282,0
C00740,64,13,28.51,0,10,Annual,Standard,0.513,1
C00741,60,10,64.72,3,14,Annual,Standard,0.463,1
C00742,57,16,110.98,1,11,Monthly,Value,0.503,1
C00743,50,53,102.79,3,17,Monthly,Standard,0.229,1
C00744,32,2,55.33,2,16,Annual,Premium,0.521,0
C00745,59,23,184.88,4,11,Monthly,Standard,0.3,0
C00746,36,8,205.14,2,10,Two Year,Standard,0.153,0
C00747,45,10,60.27,2,9,Annual,Standard,0.498,1
C00748,34,56,205.91,2,10,Monthly,Standard,0.083,0
C00749,34,1,23.57,1,13,Monthly,Value,0.82,0
C00750,26,20,204.99,0,9,Annual,Premium,0.093,0
C00751,67,55,210.39,1,6,Monthly,Premium,0.086,0
C00752,25,37,22.41,2,12,Annual,Standard,0.353,0
C00753,22,5,172.6,6,17,Monthly,Premium,0.475,0
C00754,66,28,214.04,1,9,Monthly,Premium,0.172,0
C00755,46,59,201.18,1,10,Monthly,Standard,0.073,0
C00756,40,25,214.14,2,12,Annual,Standard,0.077,0
C00757,56,32,130.06,1,9,Two Year,Standard,0.154,1
C00758,37,32,35.63,4,14,Two Year,Standard,0.383,0
C00759,24,40,189.96,0,14,Monthly,Value,0.122,0
C00760,55,12,142.77,4,12,Annual,Standard,0.27,1
C00761,27,51,142.95,3,17,Monthly,Standard,0.164,1
C00762,46,60,103.45,3,13,Annual,Premium,0.089,0
C00763,67,9,134.37,2,11,Two Year,Premium,0.282,0
C00764,66,50,50.72,2,15,Monthly,Standard,0.377,1
C00765,36,50,167.95,3,18,Two Year,Standard,0.051,0
C00766,58,45,35.0,1,11,Monthly,Premium,0.478,1
C00767,49,23,165.96,4,15,Monthly,Premium,0.318,1
C00768,42,29,189.8,3,16,Annual,Standard,0.085,0
C00769,25,51,114.49,0,12,Two Year,Standard,0.085,0
C00770,37,10,121.97,1,9,Monthly,Value,0.54,1
C00771,51,50,82.44,2,9,Annual,Premium,0.158,1
C00772,69,56,213.89,2,13,Monthly,Premium,0.069,0
C00773,18,41,166.62,1,11,Annual,Standard,0.074,0
C00774,55,21,93.8,1,10,Annual,Premium,0.285,0
C00775,62,34,54.96,3,21,Monthly,Premium,0.471,0
C00776,67,4,63.92,0,13,Annual,Standard,0.46,0
C00777,40,56,112.78,3,13,Annual,Standard,0.091,0
C00778,24,21,208.51,3,16,Monthly,Premium,0.21,0
C00779,32,4,166.83,2,15,Monthly,Standard,0.429,0
C00780,62,48,63.05,1,18,Monthly,Standard,0.315,1
C00781,63,40,191.91,3,14,Two Year,Premium,0.062,0
C00782,51,38,95.64,4,9,Annual,Value,0.226,0
C00783,24,4,190.34,2,12,Annual,Standard,0.188,0
C00784,24,46,68.34,1,11,Annual,Value,0.179,0
C00785,42,39,143.73,4,8,Annual,Value,0.141,0
C00786,48,48,205.33,3,6,Monthly,Standard,0.132,0
C00787,19,50,71.58,2,9,Monthly,Premium,0.367,1
C00788,53,13,158.59,2,13,Annual,Value,0.193,1
C00789,46,13,217.46,4,19,Monthly,Standard,0.237,0
C00790,18,56,50.12,3,10,Monthly,Premium,0.391,0
C00791,22,32,37.68,1,14,Annual,Standard,0.316,0
C00792,41,27,154.84,2,11,Two Year,Standard,0.141,0
C00793,55,18,87.95,3,10,Annual,Value,0.362,0
C00794,60,39,34.25,5,13,Monthly,Standard,0.603,1
C00795,40,46,115.06,1,12,Two Year,Value,0.107,0
C00796,33,1,170.75,3,8,Monthly,Standard,0.526,1
C00797,68,34,77.02,2,18,Monthly,Standard,0.41,1
C00798,41,60,87.01,3,9,Two Year,Standard,0.12,0
C00799,34,17,189.14,1,19,Annual,Value,0.096,1
C00800,41,17,124.01,3,11,Two Year,Value,0.269,1
C00801,18,53,188.55,1,9,Annual,Value,0.041,0
C00802,33,4,109.28,6,10,Annual,Value,0.485,0
C00803,44,24,210.6,3,11,Monthly,Standard,0.217,1
C00804,65,28,150.16,2,12,Monthly,Standard,0.305,0
C00805,56,48,43.18,2,7,Two Year,Value,0.257,0
C00806,58,8,197.02,2,14,Two Year,Premium,0.148,0
C00807,46,27,117.85,2,10,Monthly,Premium,0.418,0
C00808,23,10,48.33,0,10,Monthly,Standard,0.715,1
C00809,38,48,50.54,2,12,Monthly,Standard,0.419,1
C00810,69,38,157.51,2,17,Monthly,Standard,0.192,0
C00811,20,30,29.47,3,11,Two Year,Premium,0.421,0
C00812,63,24,77.32,1,12,Monthly,Premium,0.526,1
C00813,53,10,47.96,4,9,Monthly,Premium,0.789,1
C00814,32,56,108.22,1,13,Two Year,Standard,0.081,0
C00815,58,39,102.87,2,12,Annual,Premium,0.163,0
C00816,61,20,124.38,1,13,Monthly,Standard,0.412,1
C00817,20,25,75.93,0,13,Monthly,Premium,0.49,1
C00818,23,44,26.41,4,7,Monthly,Standard,0.613,1
C00819,52,44,142.88,1,15,Monthly,Standard,0.184,0
C00820,69,28,94.74,2,13,Monthly,Standard,0.452,0
C00821,19,19,150.27,2,10,Monthly,Value,0.392,1
C00822,52,40,41.73,0,12,Monthly,Premium,0.47,0
C00823,25,40,22.76,4,8,Monthly,Standard,0.647,1
C00824,51,36,69.66,2,8,Monthly,Standard,0.501,0
C00825,50,5,111.31,2,15,Two Year,Premium,0.342,1
C00826,22,29,98.81,3,8,Monthly,Value,0.497,0
C00827,53,37,182.06,6,17,Monthly,Value,0.208,1
C00828,64,58,95.57,2,11,Two Year,Standard,0.101,0
C00829,62,32,126.09,0,15,Monthly,Value,0.277,0
C00830,19,21,138.7,1,7,Monthly,Standard,0.412,1
C00831,30,34,24.37,2,12,Annual,Standard,0.372,0
C00832,30,11,123.03,4,11,Annual,Premium,0.335,1
C00833,41,6,88.97,1,13,Monthly,Premium,0.636,0
C00834,25,41,104.26,1,16,Annual,Premium,0.124,0
C00835,62,60,40.06,3,11,Annual,Standard,0.183,0
C00836,58,51,176.56,2,13,Monthly,Standard,0.121,0
C00837,60,36,208.48,1,10,Monthly,Premium,0.139,0
C00838,28,3,24.45,3,13,Monthly,Standard,0.82,1
C00839,18,60,140.27,1,13,Annual,Premium,0.05,0
C00840,65,27,172.77,1,11,Monthly,Standard,0.247,1
C00841,33,18,76.96,1,14,Monthly,Premium,0.561,1
C00842,52,54,177.51,3,12,Monthly,Standard,0.122,0
C00843,65,45,146.47,2,15,Two Year,Standard,0.077,0
C00844,19,45,205.83,2,8,Monthly,Standard,0.125,0
C00845,18,17,216.2,2,16,Monthly,Premium,0.203,1
C00846,18,60,28.47,1,14,Monthly,Standard,0.345,1
C00847,26,28,108.99,2,12,Annual,Value,0.21,0
C00848,20,32,129.4,1,10,Monthly,Premium,0.325,0
C00849,60,46,49.35,5,16,Two Year,Standard,0.247,0
C00850,49,40,87.26,2,6,Monthly,Premium,0.431,0
C00851,68,11,217.53,4,16,Monthly,Premium,0.27,0
C00852,59,19,23.25,4,22,Monthly,Standard,0.7,0
C00853,68,22,110.5,3,12,Monthly,Premium,0.489,1
C00854,30,57,188.53,3,13,Monthly,Standard,0.096,1
C00855,32,43,84.78,3,13,Annual,Value,0.181,0
C00856,62,22,115.96,3,15,Monthly,Premium,0.446,0
C00857,30,45,215.61,2,8,Annual,Premium,0.045,0
C00858,20,45,114.98,3,10,Monthly,Value,0.303,1
C00859,52,24,46.18,1,11,Annual,Standard,0.38,1
C00860,59,25,30.34,3,14,Monthly,Value,0.677,0
C00861,68,54,209.08,1,6,Annual,Standard,0.035,0
C00862,66,34,73.16,2,23,Monthly,Standard,0.379,1
C00863,24,9,120.81,0,17,Two Year,Value,0.239,1
C00864,58,44,38.14,3,12,Two Year,Premium,0.279,0
C00865,61,36,104.73,2,14,Annual,Value,0.164,0
C00866,54,31,206.02,4,16,Two Year,Standard,0.072,0
C00867,60,44,120.48,1,12,Monthly,Value,0.247,0
C00868,61,55,214.23,1,12,Monthly,Premium,0.067,0
C00869,41,20,71.77,0,10,Monthly,Standard,0.572,0
C00870,20,26,120.91,0,15,Two Year,Premium,0.156,0
C00871,41,12,191.91,2,9,Monthly,Value,0.341,1
C00872,28,39,109.65,3,11,Monthly,Premium,0.355,0
C00873,23,25,75.9,3,16,Annual,Premium,0.294,0
C00874,24,21,191.1,1,12,Monthly,Value,0.239,0
C00875,54,42,97.98,4,14,Annual,Standard,0.171,0
C00876,44,25,126.14,1,18,Monthly,Standard,0.325,1
C00877,46,28,215.31,1,17,Annual,Standard,0.054,0
C00878,56,27,57.3,3,12,Two Year,Standard,0.358,1
C00879,46,16,80.28,0,18,Annual,Premium,0.278,1
C00880,50,8,26.21,1,15,Monthly,Standard,0.763,1
C00881,22,50,98.37,1,13,Monthly,Standard,0.251,0
C00882,62,6,60.04,5,10,Monthly,Standard,0.797,1
C00883,41,20,156.01,4,16,Monthly,Standard,0.361,1
C00884,26,41,56.26,2,12,Annual,Premium,0.24,1
C00885,60,8,154.96,1,21,Monthly,Standard,0.358,0
C00886,56,40,72.7,1,8,Monthly,Premium,0.435,0
C00887,20,44,91.04,0,7,Monthly,Standard,0.337,0
C00888,28,40,89.77,0,11,Two Year,Standard,0.159,0
C00889,18,19,163.35,1,14,Monthly,Standard,0.305,0
C00890,32,2,113.3,0,9,Monthly,Standard,0.612,0
C00891,23,54,92.26,1,18,Monthly,Standard,0.208,0
C00892,54,20,190.52,4,9,Monthly,Value,0.323,0
C00893,45,49,134.39,0,19,Two Year,Standard,0.058,0
C00894,68,12,62.77,1,9,Monthly,Value,0.69,0
C00895,56,10,200.02,0,12,Annual,Standard,0.122,0
C00896,49,47,88.53,1,12,Annual,Premium,0.137,0
C00897,44,57,27.8,0,14,Annual,Value,0.165,0
C00898,20,52,118.92,2,14,Annual,Value,0.087,0
C00899,21,46,44.79,0,8,Annual,Standard,0.227,0
C00900,50,15,67.69,1,15,Monthly,Premium,0.605,0
C00901,18,55,169.42,4,17,Monthly,Premium,0.12,0
C00902,20,41,46.15,2,9,Annual,Standard,0.284,1
C00903,29,11,181.39,2,11,Annual,Standard,0.173,0
C00904,63,8,207.38,1,11,Monthly,Standard,0.297,0
C00905,41,53,141.31,2,15,Monthly,Standard,0.155,0
C00906,54,17,162.07,1,19,Monthly,Standard,0.286,0
C00907,39,46,162.72,0,12,Monthly,Premium,0.144,0
C00908,27,9,218.56,2,9,Monthly,Premium,0.295,0
C00909,37,17,88.31,4,8,Monthly,Premium,0.651,1
C00910,22,18,52.57,2,10,Monthly,Value,0.683,1
C00911,58,17,123.83,2,10,Annual,Standard,0.259,0
C00912,27,41,126.65,2,11,Annual,Value,0.123,0
C00913,37,55,55.58,5,13,Annual,Standard,0.198,0
C00914,68,55,142.62,5,11,Annual,Value,0.085,0
