customer_id,age,tenure_months,monthly_spend,orders_last_90d,avg_order_value,days_since_last_order,support_tickets_90d,refund_rate,discount_usage_rate,sessions_last_30d,email_open_rate,payment_failures_90d,late_delivery_count,satisfaction_score,mobile_app_user,membership_tier,acquisition_channel,region,preferred_payment_method,churned
CUST103950,27.0,13,2169.21,2,3253.82,16,2.0,0.121,0.128,11,0.75,0,0,3.3,No,Silver,Referral,North,UPI,0
CUST104428,32.0,25,1929.79,0,1156.78,67,2.0,0.151,0.379,9,0.626,1,1,3.7,No,Bronze,Email,South,Card,1
CUST102142,61.0,7,1574.85,4,1181.14,40,0.0,0.09,0.563,7,0.605,0,1,3.8,Yes,Silver,Organic,Central,NetBanking,0
CUST101626,18.0,15,1027.33,3,1027.33,85,2.0,0.2,0.272,14,0.796,1,0,4.3,Yes,Silver,Organic,South,NetBanking,1
CUST100789,32.0,22,1999.82,5,1199.89,106,1.0,0.236,0.444,13,0.632,0,0,2.8,Yes,Gold,Organic,East,COD,1
CUST103786,31.0,37,1458.09,0,1470.5,36,0.0,0.023,0.673,14,0.465,0,0,4.1,No,Silver,Organic,East,UPI,0
CUST101864,37.0,7,4941.39,2,6000.0,10,3.0,0.033,0.369,10,0.67,1,0,4.0,Yes,Silver,Organic,South,UPI,0
CUST102865,21.0,21,2473.35,4,,41,0.0,0.042,0.036,11,0.656,0,0,4.1,No,Bronze,Organic,East,Card,0
CUST100871,24.0,19,2273.47,4,1705.1,87,1.0,0.013,0.423,8,0.922,2,2,4.7,No,Bronze,Social,North,UPI,0
CUST103271,31.0,8,2296.47,7,984.2,20,2.0,0.35,0.144,4,0.362,0,1,,No,Bronze,Referral,South,UPI,0
CUST103833,26.0,32,1986.68,4,1490.01,23,2.0,0.148,0.265,9,0.608,1,0,5.0,Yes,Bronze,Email,North,,0
CUST100073,39.0,51,3031.71,6,1515.86,57,0.0,0.114,0.207,12,0.425,1,1,3.9,Yes,Bronze,Organic,Central,NetBanking,0
CUST101752,27.0,13,2309.14,4,1731.86,60,0.0,0.059,0.297,11,,0,1,4.3,Yes,Silver,Organic,North,UPI,1
CUST101421,32.0,38,2467.5,9,822.5,15,0.0,0.04,0.487,7,0.368,0,0,3.8,No,Bronze,Paid Search,South,Card,0
CUST104221,39.0,21,692.5,1,2077.5,15,1.0,0.091,0.377,12,0.523,1,1,4.1,Yes,Gold,Paid Search,South,UPI,0
CUST104693,27.0,19,1551.87,4,1163.9,33,1.0,0.02,0.471,13,0.604,1,1,3.3,No,Bronze,Referral,West,Card,1
CUST104369,41.0,27,928.44,3,928.44,36,1.0,0.114,0.584,6,0.703,1,1,4.2,No,Bronze,Paid Search,North,Card,0
CUST104575,38.0,28,1617.21,1,4851.63,52,1.0,0.002,0.918,9,0.622,0,0,3.7,Yes,Bronze,Social,South,Card,0
CUST103809,38.0,8,1483.06,4,1112.3,51,1.0,0.033,0.419,14,0.933,0,1,4.6,No,Gold,Organic,Central,UPI,0
CUST102244,39.0,21,1311.26,6,655.63,26,1.0,0.211,0.241,9,0.63,2,0,2.9,Yes,Silver,Paid Search,Central,Card,1
CUST103047,39.0,26,2956.29,3,2956.29,21,0.0,0.085,0.154,14,0.593,1,1,3.6,Yes,Bronze,Partner,West,,0
CUST102445,60.0,10,1732.35,5,1039.41,58,1.0,0.069,0.251,13,0.78,0,0,4.2,Yes,Silver,Email,Central,UPI,1
CUST100494,31.0,18,1485.45,6,742.72,35,1.0,0.2,0.088,9,0.667,0,1,3.6,Yes,Bronze,Paid Search,East,COD,0
CUST103130,41.0,8,3297.51,8,1236.57,27,0.0,0.187,0.15,10,0.383,0,0,4.3,Yes,Silver,Paid Search,Central,Wallet,0
CUST104321,35.0,9,1607.56,5,964.54,42,2.0,0.083,0.567,9,0.461,0,1,4.4,Yes,Bronze,Social,North,Card,1
CUST104397,29.0,2,1040.63,5,624.38,78,0.0,0.076,0.461,13,0.795,0,1,2.8,No,Silver,Referral,South,UPI,0
CUST101164,24.0,45,833.63,2,1250.44,61,2.0,0.153,0.631,12,0.885,0,0,3.5,No,Bronze,Referral,West,UPI,0
CUST103734,35.0,12,1108.55,6,554.28,27,1.0,0.026,0.59,10,0.843,0,0,5.0,Yes,Bronze,Organic,East,Wallet,0
CUST101730,33.0,23,2947.3,4,2210.48,161,2.0,0.119,0.162,6,0.656,0,3,3.4,No,Platinum,Paid Search,South,UPI,1
CUST104812,34.0,16,896.76,3,,4,0.0,0.13,0.573,8,0.547,1,1,2.7,Yes,Bronze,Organic,West,Wallet,1
CUST102402,37.0,15,2906.21,4,2179.66,42,1.0,0.017,0.279,8,0.558,0,1,3.9,Yes,Bronze,Referral,East,UPI,0
CUST103403,45.0,34,2948.24,7,1263.53,14,0.0,0.331,0.687,7,0.702,0,2,3.8,No,Bronze,Email,North,UPI,0
CUST100618,28.0,17,3154.12,3,3154.12,32,1.0,0.1,0.133,6,0.664,0,0,4.5,Yes,Bronze,Email,West,Wallet,0
CUST101697,58.0,33,2559.55,4,1919.66,23,1.0,0.108,0.528,11,0.916,0,1,4.3,Yes,Gold,Email,West,NetBanking,0
CUST103593,38.0,12,4702.25,2,6000.0,14,2.0,0.237,0.338,18,0.553,0,1,4.2,No,Bronze,Paid Search,East,Card,1
CUST101957,22.0,16,990.23,4,742.67,39,0.0,0.008,0.385,16,0.547,0,0,4.6,No,Bronze,Referral,Central,Card,0
CUST101221,47.0,8,6964.68,3,6000.0,16,0.0,0.098,0.183,6,0.787,0,2,2.3,Yes,Bronze,Social,Central,UPI,0
CUST102073,31.0,15,1988.26,7,852.11,13,3.0,0.129,0.436,9,0.636,0,0,3.6,Yes,Gold,Social,North,UPI,0
CUST103410,18.0,11,3028.69,6,1514.34,40,0.0,0.247,0.096,7,0.575,1,0,3.9,No,Platinum,Paid Search,South,UPI,0
CUST100869,34.0,28,2005.22,3,2005.22,22,2.0,0.049,0.535,15,0.884,1,1,2.9,Yes,Silver,Organic,West,Card,0
CUST102718,44.0,24,,3,1706.95,36,3.0,0.035,0.45,10,0.734,0,1,3.8,No,Bronze,Partner,West,UPI,0
CUST101042,41.0,5,3745.74,9,1248.58,45,2.0,0.072,0.488,9,0.407,1,0,3.0,Yes,Bronze,Email,East,UPI,0
CUST101361,,14,2927.88,7,1254.81,66,1.0,0.216,0.235,10,0.801,0,2,4.0,Yes,Platinum,Referral,South,Card,0
CUST100356,36.0,22,3994.35,2,5991.52,32,0.0,0.015,0.336,17,0.703,1,0,2.2,Yes,Bronze,Email,North,UPI,1
CUST101162,31.0,79,2080.38,1,6000.0,86,0.0,0.101,0.267,13,0.786,1,0,4.7,No,Bronze,Social,West,Card,0
CUST102765,27.0,11,660.89,2,991.34,13,1.0,0.272,0.28,8,0.59,0,0,2.6,No,Bronze,Email,West,UPI,0
CUST103252,20.0,43,1249.21,10,374.76,11,2.0,0.148,0.261,9,0.888,1,2,4.7,Yes,Gold,Partner,North,Card,0
CUST101438,22.0,13,2739.86,2,4109.79,26,1.0,0.008,0.224,6,0.538,0,1,5.0,Yes,Gold,Email,North,UPI,1
CUST103603,49.0,37,2680.29,7,1148.7,67,0.0,0.3,0.309,8,0.749,0,0,3.6,No,Bronze,Paid Search,Central,NetBanking,0
CUST104940,38.0,23,882.76,4,662.07,71,4.0,0.015,0.173,5,0.817,0,1,2.6,Yes,Gold,Referral,East,UPI,0
CUST104593,31.0,18,3124.24,0,1061.57,54,1.0,0.115,0.347,11,0.648,0,1,2.5,Yes,Silver,Social,Central,COD,0
CUST103639,21.0,51,2367.97,4,1775.98,8,0.0,0.149,0.031,8,0.928,0,0,3.3,Yes,Bronze,Paid Search,Central,UPI,0
CUST101253,37.0,17,1649.88,1,4949.64,7,0.0,0.065,0.157,9,,1,2,4.6,Yes,Gold,Paid Search,West,Card,0
CUST103365,21.0,10,4526.07,5,2715.64,13,1.0,0.091,0.232,12,0.722,0,0,3.9,Yes,Silver,Partner,Central,UPI,0
CUST100332,27.0,25,1739.27,4,1304.45,47,3.0,0.013,0.299,4,0.829,1,1,4.1,Yes,Platinum,Paid Search,North,Card,0
CUST103694,47.0,19,1559.21,8,584.7,21,2.0,0.065,0.183,16,0.66,0,0,3.4,No,Bronze,Social,Central,,0
CUST103568,39.0,22,1413.96,5,848.38,39,2.0,0.045,0.28,7,0.716,1,0,3.1,No,Bronze,Organic,South,,0
CUST102728,52.0,8,1831.99,8,687.0,12,1.0,0.118,0.186,5,0.584,0,0,,Yes,Platinum,Organic,West,UPI,0
CUST103667,23.0,15,717.64,5,430.58,83,1.0,0.114,0.169,8,0.861,0,0,4.4,No,Bronze,Email,North,Card,0
CUST101630,22.0,9,4847.2,4,3635.4,22,1.0,0.093,0.17,11,0.777,0,0,4.4,Yes,Platinum,Organic,Central,UPI,0
CUST101116,45.0,16,554.6,6,277.3,87,2.0,0.049,0.582,10,0.893,0,1,3.5,Yes,Bronze,Partner,West,Card,0
CUST101849,41.0,11,3569.15,6,1784.58,52,0.0,0.102,0.39,9,0.676,0,1,3.7,Yes,Gold,Organic,East,Wallet,0
CUST103554,43.0,14,1243.72,4,932.79,45,2.0,0.009,0.37,8,0.721,2,1,2.3,Yes,Bronze,Partner,West,NetBanking,0
CUST103153,33.0,5,1193.07,2,1789.6,35,1.0,0.074,0.562,6,0.418,0,0,5.0,No,Platinum,Referral,West,Card,0
CUST103265,38.0,16,4319.66,4,3239.74,25,2.0,0.244,0.177,9,0.504,0,1,4.4,Yes,Gold,Organic,West,UPI,0
CUST101665,27.0,24,986.74,4,740.06,29,1.0,0.036,0.48,8,,1,1,3.7,Yes,Silver,Paid Search,Central,NetBanking,0
CUST100445,19.0,33,811.24,6,405.62,36,1.0,0.078,0.334,10,,0,1,2.2,Yes,Bronze,Partner,West,Card,0
CUST102245,28.0,15,1124.68,1,3374.04,51,0.0,0.016,0.485,7,0.869,2,0,3.7,No,Silver,Referral,South,Card,0
CUST100452,54.0,20,4482.55,2,6000.0,118,1.0,0.045,0.219,9,0.651,2,1,3.6,No,Bronze,Organic,West,UPI,1
CUST101551,27.0,35,1313.03,1,3939.09,21,1.0,0.012,0.481,9,0.702,1,0,3.0,No,Silver,Social,North,COD,0
CUST104434,53.0,11,2058.45,1,6000.0,35,0.0,0.053,0.108,14,0.951,2,1,4.3,No,Bronze,Referral,South,Card,0
CUST102954,18.0,14,4279.38,2,6000.0,36,1.0,0.061,0.288,9,0.823,0,0,3.0,Yes,Bronze,Paid Search,East,Card,1
CUST100014,39.0,4,2029.99,2,3044.98,17,1.0,0.167,0.541,15,0.676,0,0,3.4,No,Silver,Organic,South,UPI,0
CUST103628,46.0,25,1275.35,6,637.67,14,0.0,0.1,0.107,4,0.828,0,0,2.6,Yes,Bronze,Partner,South,UPI,0
CUST100945,30.0,10,1991.62,1,5974.86,129,,0.099,0.484,10,0.556,0,2,3.2,Yes,Bronze,Organic,West,UPI,0
CUST100247,52.0,16,544.0,3,544.0,14,0.0,0.028,0.333,8,0.542,0,1,2.5,Yes,Silver,Paid Search,North,Card,0
CUST104697,33.0,18,1773.54,4,1330.16,15,2.0,0.105,0.408,11,0.783,0,0,3.3,No,Gold,Partner,West,Wallet,0
CUST100360,32.0,20,2921.0,5,1752.6,36,0.0,0.288,0.39,13,0.838,1,1,4.6,Yes,Gold,Paid Search,North,Wallet,0
CUST104656,25.0,49,2376.93,4,1782.7,25,0.0,0.035,0.389,8,0.659,1,1,,Yes,Gold,Partner,East,NetBanking,0
CUST101614,27.0,23,2515.92,4,1886.94,130,2.0,0.11,0.361,12,0.717,2,1,4.6,Yes,Silver,Email,North,COD,1
CUST102303,30.0,20,2922.35,4,2191.76,20,2.0,0.117,0.038,17,0.838,1,1,3.4,No,Bronze,Paid Search,West,UPI,0
CUST104141,69.0,9,1247.74,1,3743.22,34,0.0,0.052,0.599,12,0.623,0,0,3.9,Yes,Gold,Organic,South,Card,0
CUST103168,25.0,28,1305.83,4,979.37,75,2.0,0.039,0.145,15,0.929,0,2,4.2,Yes,Bronze,Partner,North,UPI,0
CUST102478,42.0,31,2020.4,7,865.89,32,1.0,0.049,0.301,9,0.219,1,1,3.6,No,Silver,Paid Search,East,COD,0
CUST104214,33.0,13,2456.87,5,1474.12,41,0.0,0.063,0.552,6,0.685,0,1,,Yes,Silver,Social,East,UPI,0
CUST104180,46.0,25,2109.6,5,1265.76,24,2.0,0.124,0.143,13,0.586,0,1,,Yes,Gold,Partner,North,Card,0
CUST104884,,21,1171.76,4,878.82,30,2.0,0.29,0.102,15,0.666,2,0,1.9,Yes,Silver,Paid Search,South,UPI,1
CUST103163,41.0,60,1656.19,5,993.71,23,3.0,0.076,0.403,10,,0,0,4.1,Yes,Silver,Social,East,UPI,0
CUST100490,45.0,13,1407.56,4,1055.67,16,2.0,0.149,0.483,7,0.527,1,0,3.8,No,Silver,Referral,West,NetBanking,1
CUST100862,33.0,35,1629.81,3,1629.81,77,0.0,0.04,0.314,12,0.753,0,1,2.8,No,Bronze,Organic,North,Card,0
CUST101740,30.0,37,685.07,3,685.07,62,0.0,0.119,0.199,12,0.81,1,1,3.6,Yes,Bronze,Paid Search,South,Card,0
CUST104099,32.0,32,3451.85,3,3451.85,20,2.0,0.024,0.552,8,,0,0,4.9,No,Silver,Organic,North,Wallet,0
CUST104385,30.0,3,2737.38,2,4106.07,26,1.0,0.041,0.668,9,0.568,0,2,5.0,No,Silver,Social,Central,Card,0
CUST102447,29.0,15,684.87,4,513.65,117,1.0,0.043,0.548,11,0.766,0,1,3.6,No,Gold,Social,East,UPI,0
CUST104230,46.0,24,2549.61,4,1912.21,15,3.0,0.058,0.241,9,0.341,0,0,2.5,Yes,Bronze,Partner,Central,UPI,0
CUST100506,58.0,10,2408.01,4,1806.01,41,1.0,0.211,0.153,10,0.821,0,1,3.2,Yes,Bronze,Organic,Central,UPI,0
CUST102677,39.0,5,2884.13,3,2884.13,53,0.0,0.013,0.29,11,,2,1,5.0,Yes,Platinum,Email,South,UPI,0
CUST102995,26.0,41,410.78,2,616.17,7,1.0,0.059,0.368,5,0.547,0,1,5.0,No,Silver,Organic,Central,UPI,0
CUST101942,22.0,6,2650.68,5,1590.41,44,1.0,0.051,0.218,12,0.674,0,0,4.4,No,Bronze,Referral,West,Card,0
CUST101222,38.0,5,1462.67,5,877.6,12,0.0,0.037,0.342,9,0.498,0,0,1.9,Yes,Gold,Organic,South,UPI,0
CUST101113,32.0,12,1841.61,5,1104.97,39,1.0,0.022,0.273,13,0.679,0,1,4.5,Yes,Silver,Email,Central,UPI,0
CUST101905,22.0,31,2422.41,3,2422.41,49,0.0,0.112,0.381,11,0.721,0,1,3.7,No,Gold,Paid Search,West,COD,1
CUST103423,24.0,23,1208.19,2,1812.28,54,0.0,0.15,0.169,14,0.69,0,0,3.4,No,Silver,Organic,South,Card,0
CUST101877,,20,789.76,5,473.86,44,0.0,0.145,0.53,7,0.774,0,1,3.2,Yes,Bronze,Partner,Central,UPI,0
CUST104672,40.0,8,2934.41,3,2934.41,46,3.0,0.047,0.169,3,0.533,1,0,3.4,No,Silver,Email,Central,Card,0
CUST100433,18.0,9,4089.16,5,2453.5,68,2.0,0.105,0.71,14,0.633,0,0,2.3,Yes,Platinum,Partner,West,Card,0
CUST102364,59.0,28,2395.41,6,1197.7,9,0.0,0.003,0.251,7,0.618,0,2,3.1,No,Gold,Organic,South,UPI,0
CUST103154,28.0,20,3173.1,6,1586.55,26,0.0,0.105,0.442,9,0.646,0,0,3.4,Yes,Bronze,Organic,Central,NetBanking,1
CUST102835,33.0,32,960.25,3,960.25,39,0.0,0.135,0.732,6,0.733,0,0,4.3,Yes,Bronze,Organic,West,NetBanking,1
CUST102092,35.0,16,1259.66,7,539.85,67,2.0,0.295,0.177,11,0.696,2,0,4.6,Yes,Bronze,Organic,East,Card,1
CUST103010,58.0,24,2205.53,5,1323.32,22,0.0,0.016,0.423,6,0.543,1,2,4.1,Yes,Bronze,Organic,East,NetBanking,0
CUST103162,40.0,17,765.46,0,613.81,28,0.0,0.075,0.114,11,0.673,0,1,2.9,Yes,Bronze,Referral,South,Card,0
CUST102945,36.0,36,1903.23,2,2854.84,63,0.0,0.011,0.114,10,0.651,2,0,5.0,Yes,Bronze,Organic,South,Card,0
CUST103916,31.0,31,1300.76,4,,49,1.0,0.073,0.114,11,0.628,2,0,3.6,Yes,Bronze,Paid Search,South,NetBanking,1
CUST102916,50.0,22,1101.77,3,1101.77,70,2.0,0.208,0.185,24,0.586,0,0,4.8,No,Bronze,Partner,North,UPI,1
CUST101102,40.0,8,1561.73,9,520.58,39,1.0,0.171,0.177,9,0.471,0,0,3.8,No,Silver,Organic,West,,0
CUST101448,31.0,14,3271.71,4,2453.78,75,1.0,0.063,0.207,9,0.629,1,0,4.5,No,Gold,Referral,West,NetBanking,0
CUST101720,44.0,32,3395.33,5,2037.2,24,1.0,0.01,0.435,8,0.254,1,1,3.4,Yes,Bronze,Paid Search,Central,COD,1
CUST104518,31.0,41,6635.31,1,6000.0,22,0.0,0.191,0.416,10,0.755,0,0,4.3,No,Gold,Paid Search,South,Wallet,0
CUST103842,37.0,10,2369.56,3,2369.56,61,0.0,0.113,0.155,10,,3,1,2.5,No,Silver,Referral,North,UPI,1
CUST100156,35.0,9,1409.16,5,,35,1.0,0.034,0.203,18,0.877,1,1,4.5,No,Gold,Referral,West,Card,0
CUST102978,28.0,58,2786.02,6,1393.01,90,2.0,0.087,0.127,11,0.509,0,0,3.2,Yes,Bronze,Social,Central,NetBanking,0
CUST101773,51.0,14,2068.82,2,3103.23,16,4.0,0.016,0.364,13,0.789,0,1,3.4,No,Bronze,Email,East,Card,0
CUST100615,21.0,20,1899.53,6,949.76,5,0.0,0.049,0.511,5,0.758,1,2,3.8,Yes,Gold,Paid Search,South,Card,0
CUST100643,36.0,42,1028.14,4,771.1,59,0.0,0.159,0.391,5,0.839,0,0,4.4,Yes,Silver,Organic,South,UPI,0
CUST101935,50.0,13,1325.89,6,662.94,81,2.0,0.102,0.181,11,0.616,1,0,3.8,No,Bronze,Paid Search,West,Card,0
CUST104277,32.0,8,3251.53,7,1393.51,13,0.0,0.001,0.079,16,0.579,0,1,3.4,Yes,Bronze,Social,East,NetBanking,0
CUST101068,48.0,35,4211.25,7,1804.82,34,3.0,0.14,0.309,5,0.751,0,0,3.6,No,Silver,Paid Search,East,UPI,0
CUST104454,40.0,47,3112.51,4,2334.38,26,1.0,0.049,0.211,8,0.47,1,1,3.8,Yes,Bronze,Paid Search,East,COD,0
CUST104154,27.0,21,1237.28,8,463.98,17,1.0,0.102,0.541,9,0.456,1,0,4.2,Yes,Bronze,Paid Search,Central,UPI,0
CUST104239,40.0,12,6367.9,3,6000.0,22,0.0,0.142,0.323,13,0.553,1,0,2.5,No,Silver,Organic,North,COD,0
CUST104868,56.0,13,2179.16,6,1089.58,24,0.0,0.083,0.381,6,0.64,0,0,4.3,Yes,Platinum,Partner,East,UPI,0
CUST100330,49.0,4,1052.28,3,1052.28,65,1.0,0.044,0.55,18,0.677,0,2,3.9,Yes,Silver,Social,West,UPI,0
CUST102057,18.0,30,3219.79,6,1609.89,32,0.0,0.18,0.278,13,0.546,0,0,4.3,No,Gold,Social,East,Card,0
CUST102646,50.0,33,2163.62,2,3245.43,86,0.0,0.018,0.656,16,,2,1,3.9,No,Gold,Paid Search,Central,UPI,0
CUST102191,25.0,6,1072.12,6,536.06,55,2.0,0.286,0.534,8,0.909,2,1,3.1,No,Gold,Email,North,Card,1
CUST100622,37.0,50,940.97,5,564.58,23,0.0,0.075,0.189,9,0.59,0,0,2.8,Yes,Bronze,Paid Search,East,Card,0
CUST101595,39.0,10,1304.54,4,978.4,10,1.0,0.21,0.148,8,0.565,0,0,3.3,Yes,Bronze,Partner,East,COD,0
CUST102915,53.0,25,4984.1,7,2136.04,68,1.0,0.089,0.451,10,0.39,1,0,2.7,No,Bronze,Social,South,UPI,0
CUST104821,27.0,5,2030.02,3,2030.02,75,2.0,0.062,0.088,5,0.926,0,0,4.0,Yes,Gold,Organic,East,Card,0
CUST103898,28.0,5,612.06,2,918.09,23,0.0,0.35,0.141,4,0.624,0,2,5.0,No,Silver,Organic,North,Card,0
CUST101919,19.0,6,1756.12,5,1053.67,21,0.0,0.055,0.329,9,0.583,0,2,,Yes,Silver,Organic,East,UPI,0
CUST104173,27.0,46,868.2,4,651.15,37,1.0,0.207,0.598,5,0.448,1,0,3.3,Yes,Bronze,Paid Search,East,Card,1
CUST104477,29.0,6,1302.0,3,1302.0,21,4.0,0.102,0.537,6,0.615,1,0,4.4,No,Bronze,Paid Search,West,Card,0
CUST100755,45.0,26,1140.96,1,3422.88,32,1.0,0.034,0.166,7,0.701,1,0,4.5,Yes,Gold,Social,West,COD,1
CUST100518,43.0,11,3899.38,4,2924.54,48,1.0,0.044,0.194,11,0.268,0,0,3.7,No,Platinum,Organic,East,UPI,0
CUST103803,37.0,11,1726.0,5,1035.6,77,2.0,0.008,0.085,9,0.747,0,0,2.8,Yes,Silver,Social,West,Card,0
CUST100032,29.0,16,2107.18,7,903.08,36,1.0,0.103,0.202,8,0.311,0,0,4.9,No,Bronze,Paid Search,South,NetBanking,0
CUST102937,48.0,20,1365.07,7,585.03,18,1.0,0.119,0.271,12,0.363,1,1,4.5,Yes,Bronze,Paid Search,North,COD,0
CUST101157,49.0,8,758.26,0,1941.51,44,1.0,0.045,0.293,8,0.789,4,1,3.7,Yes,Bronze,Email,West,UPI,1
CUST100744,,37,1318.51,5,791.11,25,2.0,0.188,0.339,15,0.606,0,1,4.6,Yes,Bronze,Email,South,COD,0
CUST101497,22.0,5,1585.83,3,1585.83,66,0.0,0.118,0.223,5,0.844,0,0,3.7,No,Silver,Paid Search,South,Card,1
CUST103459,42.0,21,3305.82,2,4958.73,63,0.0,0.043,0.589,8,0.582,1,0,3.8,No,Gold,Organic,South,Card,0
CUST103755,29.0,25,957.72,5,574.63,49,0.0,0.004,0.593,8,0.731,0,3,4.7,Yes,Bronze,Referral,Central,NetBanking,0
CUST102591,56.0,25,1808.24,3,1808.24,25,1.0,0.022,0.38,12,0.461,1,0,4.6,Yes,Bronze,Organic,South,Wallet,0
CUST100783,43.0,12,5524.28,4,,59,0.0,0.2,0.11,10,0.93,0,0,3.0,Yes,Bronze,Organic,East,COD,0
CUST103493,36.0,17,1445.93,8,542.22,37,2.0,0.025,0.338,9,0.679,0,1,4.0,No,Platinum,Paid Search,Central,Card,1
CUST102949,46.0,15,3187.7,3,3187.7,26,1.0,0.281,0.196,7,0.653,0,0,3.7,Yes,Bronze,Social,South,NetBanking,0
CUST100229,31.0,11,1318.19,4,988.64,41,1.0,0.089,0.268,3,0.561,1,1,4.3,Yes,Silver,Email,East,UPI,0
CUST100857,38.0,49,1122.14,2,1683.21,45,0.0,0.168,0.074,5,0.735,0,1,2.3,Yes,Bronze,Social,East,UPI,0
CUST102266,40.0,17,1179.82,2,1769.73,42,1.0,0.171,0.061,10,0.582,1,2,3.3,Yes,Platinum,Partner,West,Wallet,0
CUST104274,38.0,13,2722.77,5,1633.66,15,1.0,0.014,0.616,11,,1,1,2.9,No,Silver,Partner,West,NetBanking,0
CUST100408,18.0,29,2661.76,4,,55,0.0,0.115,0.638,8,0.614,0,0,4.6,Yes,Gold,Organic,East,Card,0
CUST100170,27.0,24,1341.45,3,1341.45,108,1.0,0.042,0.393,7,0.437,0,0,3.6,Yes,Silver,Social,East,NetBanking,1
CUST100540,18.0,11,1078.94,7,462.4,56,1.0,0.004,0.62,9,0.603,0,3,4.2,Yes,Bronze,Email,East,UPI,1
CUST102210,42.0,28,3609.15,4,2706.86,62,0.0,0.027,0.242,2,0.837,1,2,5.0,Yes,Bronze,Social,North,Wallet,0
CUST102304,38.0,13,2495.53,3,2495.53,113,2.0,0.114,0.617,11,0.643,0,0,4.0,Yes,Bronze,Social,East,COD,1
CUST102567,38.0,9,1311.77,4,983.83,70,3.0,0.117,0.258,13,0.839,0,2,3.8,Yes,Gold,Organic,South,Card,0
CUST100613,38.0,19,965.36,3,965.36,18,2.0,0.021,0.341,16,0.723,0,1,4.0,Yes,Gold,Referral,Central,UPI,0
CUST102101,18.0,10,2322.94,4,,64,2.0,0.004,0.157,7,0.652,2,2,3.4,No,Bronze,Paid Search,South,UPI,1
CUST101808,34.0,12,2091.54,3,2091.54,61,0.0,0.088,0.242,4,0.858,0,1,4.5,No,Silver,Paid Search,South,Card,0
CUST103438,31.0,73,2649.75,4,1987.31,35,1.0,0.029,0.367,11,0.369,0,1,3.3,Yes,Bronze,Referral,East,Card,0
CUST101161,30.0,40,1384.73,3,1384.73,38,2.0,0.077,0.213,16,0.564,1,1,4.0,Yes,Bronze,Organic,East,UPI,0
CUST104225,38.0,10,1550.25,5,930.15,25,2.0,0.037,0.213,12,0.533,0,0,4.4,Yes,Gold,Paid Search,West,UPI,0
CUST103119,22.0,26,1900.58,3,1900.58,19,1.0,0.075,0.539,7,0.826,0,0,3.5,Yes,Silver,Email,South,Wallet,1
CUST103652,43.0,35,1445.25,7,619.39,75,0.0,0.106,0.583,8,0.492,0,0,2.3,Yes,Silver,Social,North,UPI,0
CUST101610,37.0,26,1489.04,5,893.42,41,1.0,0.105,0.42,14,0.803,1,1,3.3,Yes,Bronze,Paid Search,North,UPI,0
CUST101932,25.0,19,2795.98,6,1397.99,81,0.0,0.012,0.71,13,0.782,0,0,3.9,Yes,Silver,Referral,South,UPI,0
CUST103027,20.0,47,2085.3,7,893.7,67,0.0,0.069,0.165,8,0.706,0,0,4.5,Yes,Gold,Paid Search,Central,Card,1
CUST100564,43.0,43,1043.91,2,1565.87,70,0.0,0.045,0.389,11,0.828,0,1,3.9,Yes,Bronze,Social,South,UPI,0
CUST103571,42.0,23,4260.82,3,4260.82,131,3.0,0.154,0.417,11,0.547,1,0,3.9,Yes,Bronze,Social,West,UPI,1
CUST104247,39.0,19,2631.17,4,1973.38,15,0.0,0.055,0.448,8,0.921,1,2,3.0,Yes,Platinum,Organic,East,Card,1
CUST102388,45.0,35,700.97,3,700.97,90,0.0,0.163,0.597,10,0.945,0,3,3.9,Yes,Bronze,Organic,East,UPI,1
CUST101471,45.0,6,1894.79,5,1136.87,20,1.0,0.139,0.584,7,0.675,0,0,3.1,Yes,Gold,Email,South,UPI,0
CUST102630,35.0,28,4370.74,2,6000.0,45,3.0,0.197,0.21,11,,0,1,3.8,Yes,Bronze,Social,North,NetBanking,0
CUST101835,35.0,7,3001.2,8,1125.45,83,0.0,0.011,0.127,6,0.454,1,0,3.4,Yes,Bronze,Organic,South,UPI,0
CUST104928,49.0,4,2805.18,4,2103.88,6,2.0,0.025,0.544,11,0.59,0,0,4.0,No,Silver,Paid Search,West,Card,0
CUST103475,40.0,18,1308.54,4,981.4,27,0.0,0.015,0.403,8,0.771,1,1,4.9,Yes,Bronze,Referral,North,COD,0
CUST101533,22.0,19,2271.58,5,1362.95,26,0.0,0.021,0.555,5,0.513,0,0,3.6,No,Bronze,Social,North,UPI,0
CUST104327,39.0,17,2091.83,3,2091.83,13,1.0,0.095,0.528,11,0.631,0,0,2.7,Yes,Platinum,Organic,North,UPI,0
CUST102484,33.0,22,1115.79,3,1115.79,146,4.0,0.03,0.163,12,0.866,3,0,4.6,No,Silver,Referral,East,NetBanking,0
CUST104207,43.0,48,597.13,1,1791.39,12,0.0,0.017,0.251,6,0.934,1,3,4.1,Yes,Platinum,Organic,West,Card,0
CUST101172,33.0,18,3904.63,3,3904.63,16,0.0,0.052,0.684,8,0.47,0,2,3.4,Yes,Silver,Organic,North,Card,0
CUST101427,43.0,17,1462.54,3,1462.54,58,0.0,0.086,0.419,7,0.688,1,3,4.1,Yes,Gold,Organic,South,Wallet,0
