amount,transaction_hour,merchant_risk,customer_age,account_age_days,transactions_last_24h,avg_transaction_amount,failed_transactions,international_transaction,device_risk,previous_fraud,is_fraud
680.7,19,0.075,19,1935,3,266.53,0,0,0.626,0,0
135.74,16,0.334,35,2984,7,222.3,1,1,0.497,0,0
133.32,15,0.791,20,3539,3,134.45,1,0,0.297,0,0
56.59,3,0.173,30,1871,2,137.04,0,0,0.434,0,0
412.64,4,0.38,65,370,1,40.91,0,0,0.132,0,0
328.05,17,0.177,41,380,6,135.13,2,0,0.314,0,0
118.69,20,0.135,27,2835,2,303.26,0,0,0.186,0,0
286.99,20,0.239,65,2353,6,250.93,2,0,0.168,0,0
85.91,5,0.088,42,2212,3,77.97,1,0,0.088,1,0
134.44,9,0.415,65,2542,1,40.24,0,0,0.522,0,0
240.09,0,0.197,35,2264,5,301.81,1,0,0.161,0,0
75.36,15,0.097,27,2285,8,84.52,0,0,0.256,1,0
33.8,16,0.084,19,3007,4,154.71,0,0,0.191,0,0
3421.21,8,0.146,18,812,4,137.34,0,1,0.624,0,1
202.31,19,0.029,29,2471,2,82.46,1,0,0.321,0,0
180.79,7,0.047,37,2808,1,169.22,2,0,0.623,0,1
75.57,10,0.178,41,729,2,121.99,1,0,0.411,0,0
1107.88,4,0.219,53,558,3,411.21,0,0,0.232,0,0
82.08,14,0.142,38,2370,2,248.56,1,0,0.425,0,0
436.45,10,0.109,45,157,5,49.93,0,0,0.617,0,0
264.88,23,0.067,67,685,6,115.11,0,0,0.517,0,1
145.69,20,0.383,72,2183,2,88.45,0,0,0.253,0,0
36.98,15,0.139,69,2456,5,241.68,1,0,0.102,0,0
337.09,10,0.405,42,1097,3,136.23,1,0,0.348,0,1
281.09,20,0.184,46,2767,3,426.12,1,0,0.51,0,0
242.49,13,0.528,73,1517,2,98.48,1,1,0.265,0,0
148.51,6,0.198,66,282,6,252.29,1,0,0.491,0,0
267.0,22,0.277,50,223,1,53.99,2,0,0.104,0,0
16.92,12,0.135,52,1091,6,69.19,2,0,0.396,0,0
234.58,14,0.096,46,1322,3,38.9,1,0,0.142,1,0
215.74,20,0.147,41,677,6,95.95,1,0,0.633,0,0
1046.56,20,0.167,62,1338,6,746.46,1,1,0.097,0,0
160.1,20,0.181,18,1595,6,145.88,2,0,0.234,0,0
355.03,15,0.4,74,782,2,102.91,1,0,0.551,0,0
185.74,13,0.057,56,497,2,203.5,1,0,0.173,0,0
70.63,18,0.265,53,490,7,107.71,0,0,0.108,0,0
267.85,21,0.48,38,2148,1,191.38,1,0,0.022,0,0
240.98,9,0.041,56,249,5,45.4,1,0,0.686,0,0
1641.58,3,0.432,31,2572,4,74.6,2,0,0.345,0,1
227.51,15,0.199,40,754,3,415.44,1,0,0.348,1,0
23.57,18,0.168,56,3482,6,218.26,1,0,0.304,0,0
102.02,14,0.212,24,98,5,164.91,0,0,0.233,0,0
1034.03,11,0.446,57,3083,6,187.11,0,1,0.386,0,0
145.06,23,0.232,62,3504,6,115.89,1,0,0.535,0,0
289.94,17,0.31,58,1448,3,356.25,1,0,0.488,0,0
164.74,2,0.095,63,2982,5,30.93,0,0,0.63,0,0
55.38,9,0.34,25,1104,5,108.41,1,0,0.26,0,0
121.06,18,0.189,24,510,4,192.1,1,0,0.403,0,0
85.36,3,0.465,61,2480,4,407.83,0,0,0.061,0,0
57.46,13,0.397,24,448,10,115.69,1,0,0.146,0,0
26.45,19,0.279,52,1937,2,131.11,0,0,0.085,0,0
31.73,8,0.697,69,2926,9,318.26,0,0,0.296,0,0
50.9,11,0.4,18,3457,5,105.38,0,0,0.14,0,0
77.22,10,0.21,74,1108,7,12.87,0,0,0.203,0,0
529.84,19,0.472,73,3108,5,87.6,1,0,0.142,1,0
249.47,15,0.22,49,1134,4,179.03,0,0,0.399,0,0
108.28,3,0.493,52,2217,4,186.21,1,0,0.459,0,1
123.91,9,0.189,26,1442,5,119.6,0,0,0.346,0,0
190.6,15,0.438,33,1725,2,300.56,0,0,0.146,0,0
763.84,16,0.386,20,639,5,52.62,0,0,0.398,0,0
134.74,20,0.208,57,2165,1,145.07,1,0,0.016,1,0
38.92,1,0.335,59,3059,7,218.54,1,0,0.272,0,0
155.32,0,0.452,43,688,3,83.49,0,0,0.165,1,0
196.05,4,0.101,45,765,3,60.92,0,0,0.036,0,0
279.35,7,0.288,19,272,3,229.1,0,0,0.263,0,0
74.1,19,0.24,37,370,4,150.7,0,0,0.327,1,1
147.23,0,0.236,29,929,5,223.44,0,0,0.443,0,1
697.5,3,0.576,41,224,8,155.77,0,0,0.073,0,0
133.69,4,0.04,31,715,6,123.71,2,0,0.681,0,1
159.54,23,0.157,55,530,5,68.5,0,1,0.563,0,0
99.05,16,0.244,67,3598,6,88.78,0,0,0.22,0,0
117.4,4,0.223,18,955,2,113.16,3,0,0.082,0,1
30.85,15,0.351,56,3649,7,476.0,1,0,0.257,0,0
82.07,13,0.257,35,3511,2,500.85,2,1,0.347,0,0
31.04,4,0.122,62,2398,1,262.55,0,0,0.003,0,0
160.37,20,0.432,53,1242,5,256.39,3,0,0.185,0,0
194.25,22,0.406,75,34,4,380.88,1,0,0.295,0,0
279.72,18,0.091,50,1975,2,147.57,0,0,0.222,0,0
243.64,20,0.25,18,454,6,118.62,0,0,0.229,0,0
232.23,19,0.485,53,1932,5,101.52,1,1,0.404,0,1
225.47,16,0.335,60,3079,3,78.39,2,0,0.374,0,0
120.4,18,0.382,44,3601,5,25.12,2,1,0.485,0,0
239.91,5,0.296,72,744,5,128.71,0,0,0.318,0,0
304.16,5,0.182,54,3444,5,164.32,2,0,0.554,0,0
79.1,6,0.314,42,2124,7,357.18,0,0,0.354,0,0
52.53,15,0.477,28,306,6,41.13,2,0,0.361,0,0
109.96,22,0.66,50,592,4,99.86,2,0,0.183,0,0
276.5,1,0.412,24,2197,7,88.31,0,0,0.406,1,1
135.15,6,0.473,39,3577,2,315.7,2,0,0.598,1,0
93.78,11,0.237,64,2158,4,89.25,2,0,0.205,0,0
47.1,23,0.467,20,909,2,96.67,1,0,0.844,0,0
135.99,21,0.262,34,780,4,128.57,0,0,0.364,0,0
124.52,11,0.649,30,453,4,78.23,1,0,0.557,0,0
1197.96,7,0.091,66,247,4,91.53,1,0,0.216,0,0
511.98,3,0.22,71,1699,3,182.46,0,0,0.344,0,1
247.92,4,0.358,45,886,6,197.65,1,0,0.325,0,0
210.26,15,0.373,74,973,11,88.13,0,0,0.224,0,0
395.0,4,0.301,25,309,8,109.75,2,0,0.6,1,1
958.89,4,0.143,49,390,8,194.84,1,1,0.258,0,0
255.57,7,0.341,68,3268,4,61.62,1,0,0.455,0,0
180.3,17,0.393,39,1715,6,268.78,1,0,0.483,0,0
168.89,2,0.428,50,1809,3,51.13,2,0,0.237,0,0
33.01,4,0.409,61,1522,3,286.94,0,1,0.078,0,1
33.02,4,0.365,43,1202,0,107.79,2,0,0.144,0,0
56.45,21,0.427,39,2513,1,111.28,0,0,0.274,0,0
92.97,17,0.381,37,278,2,134.37,0,0,0.251,0,0
527.24,17,0.473,67,634,4,109.96,3,0,0.217,0,0
399.48,16,0.156,33,715,5,45.91,1,0,0.208,0,0
137.25,16,0.192,54,552,3,124.29,0,0,0.304,0,0
171.9,11,0.22,32,2481,5,91.88,0,0,0.564,0,0
146.61,3,0.265,21,2091,0,55.34,1,1,0.357,0,1
355.81,13,0.117,23,1363,6,212.84,1,1,0.467,1,1
102.46,10,0.133,21,414,0,44.72,2,0,0.188,0,0
235.61,15,0.126,74,1569,3,106.62,0,0,0.238,0,0
974.6,14,0.517,64,3146,2,171.77,0,0,0.641,0,0
54.07,23,0.067,26,1072,2,54.14,0,0,0.671,0,0
942.57,0,0.187,22,3437,6,145.68,0,1,0.173,0,0
123.49,10,0.239,71,85,7,77.3,1,0,0.58,0,1
228.0,21,0.267,33,1764,4,198.85,2,0,0.343,0,0
92.56,21,0.116,70,789,4,104.3,2,0,0.309,0,0
56.47,17,0.319,43,1594,4,97.87,2,0,0.416,0,0
316.26,5,0.213,64,2578,6,198.94,2,0,0.137,0,0
2063.96,7,0.369,42,1741,3,180.24,1,0,0.211,0,0
163.91,1,0.082,67,742,5,227.13,0,1,0.263,0,0
174.07,6,0.077,66,2253,6,192.36,3,1,0.201,0,0
146.42,12,0.294,60,815,5,101.28,2,0,0.228,0,0
117.97,7,0.118,43,1549,2,174.92,3,0,0.03,0,0
1411.54,14,0.57,68,2752,2,69.58,0,1,0.45,0,1
249.05,15,0.205,44,3551,5,27.69,0,0,0.232,0,0
496.89,16,0.245,45,3307,5,493.34,0,0,0.362,0,0
45.99,14,0.404,56,463,4,139.87,1,0,0.253,0,0
20.72,18,0.365,37,2572,7,75.45,0,1,0.199,0,0
93.94,0,0.206,51,896,3,102.2,1,0,0.192,0,0
273.3,15,0.059,69,2422,4,301.8,0,0,0.226,0,0
86.89,21,0.52,59,1967,5,179.05,1,1,0.126,1,0
29.06,7,0.255,45,1940,4,133.86,0,0,0.334,0,0
292.83,6,0.238,72,418,4,305.97,1,0,0.573,0,0
237.8,2,0.321,20,902,7,302.97,0,0,0.529,0,0
25.06,18,0.211,23,2291,4,226.67,2,0,0.556,0,0
19.65,13,0.049,35,1435,2,103.07,1,0,0.179,0,0
167.38,22,0.238,30,1607,2,77.05,0,0,0.487,0,0
60.98,22,0.152,30,1510,4,13.0,1,0,0.154,0,0
342.3,14,0.651,52,3099,2,69.84,0,0,0.502,0,0
42.5,4,0.344,63,216,3,306.07,0,1,0.175,1,0
1091.89,19,0.254,21,2256,4,269.89,1,1,0.296,0,1
284.61,7,0.251,25,1790,5,53.1,1,0,0.754,0,0
48.16,18,0.113,74,2938,4,58.45,1,0,0.481,0,0
60.22,15,0.389,63,1284,5,117.75,0,0,0.085,0,0
30.53,5,0.079,48,1153,2,48.23,1,0,0.024,0,0
40.92,1,0.28,29,1566,5,262.16,0,0,0.308,0,0
1466.95,9,0.328,57,450,4,41.47,0,0,0.299,0,1
249.61,19,0.24,53,34,3,50.25,1,0,0.244,0,0
776.97,13,0.362,33,1847,7,159.55,3,0,0.209,1,0
231.54,19,0.1,50,3320,4,130.24,0,0,0.378,0,0
110.85,19,0.072,75,3453,7,399.5,0,1,0.348,0,0
93.19,1,0.355,64,1892,4,86.09,1,0,0.497,0,0
232.58,17,0.134,63,1920,5,219.47,0,1,0.404,1,0
493.35,7,0.211,65,1416,2,146.29,0,0,0.572,0,0
551.14,7,0.315,74,1405,5,89.07,1,0,0.571,0,0
1334.38,8,0.099,66,2931,2,41.61,3,0,0.522,0,0
361.48,0,0.401,22,983,1,344.11,0,0,0.044,0,0
80.66,16,0.133,29,2444,5,44.42,1,0,0.309,0,0
199.65,10,0.08,66,680,8,365.23,0,0,0.171,0,0
213.05,7,0.26,70,465,3,71.16,1,0,0.205,0,0
40.83,9,0.232,41,610,2,198.07,1,0,0.136,0,0
41.08,18,0.605,22,2801,2,27.82,3,1,0.323,0,1
128.05,8,0.187,35,878,8,137.54,0,0,0.441,0,0
365.23,5,0.222,45,1523,4,262.56,2,0,0.292,0,0
85.66,22,0.06,21,1535,4,167.04,1,0,0.171,0,0
8.55,7,0.061,20,1293,3,287.69,2,0,0.433,0,0
164.71,4,0.477,67,1067,2,103.71,1,0,0.623,0,0
49.24,9,0.268,70,2274,3,36.99,1,0,0.166,0,0
44.07,8,0.109,58,181,8,27.95,2,0,0.216,1,0
220.48,9,0.297,75,3540,8,181.74,0,0,0.359,0,0
1510.27,3,0.152,51,305,1,175.97,0,0,0.16,0,0
249.13,15,0.293,47,570,4,67.79,1,0,0.421,0,1
102.32,7,0.127,29,112,6,189.17,3,0,0.151,0,0
45.17,8,0.087,41,3257,2,146.5,0,0,0.464,0,0
383.87,3,0.207,56,30,2,30.23,1,0,0.466,0,0
145.53,7,0.118,41,2362,3,291.8,0,0,0.347,0,0
67.32,20,0.157,40,3228,5,306.29,0,0,0.305,0,0
646.24,15,0.203,26,1137,6,76.21,0,0,0.476,0,0
123.06,8,0.053,65,740,6,107.86,1,0,0.047,0,0
56.35,21,0.494,38,3492,4,159.36,0,0,0.268,0,0
277.03,22,0.374,72,1701,4,99.7,3,1,0.205,1,1
117.81,3,0.433,54,1749,3,172.45,1,0,0.548,0,0
171.87,12,0.104,33,3482,4,211.32,0,0,0.379,0,0
23.48,0,0.375,27,3437,2,135.39,0,0,0.351,0,0
47.32,14,0.219,30,228,5,177.15,0,1,0.088,0,0
149.37,6,0.167,26,480,2,113.1,1,0,0.477,0,0
595.28,15,0.105,23,3557,9,62.54,0,0,0.028,0,0
99.5,7,0.301,72,2640,1,157.71,1,0,0.174,0,0
85.54,10,0.232,34,3131,3,94.24,0,0,0.123,0,0
31.09,2,0.128,64,394,2,60.17,2,0,0.036,0,1
366.48,3,0.23,18,2909,4,83.23,0,1,0.371,1,1
1195.17,4,0.157,52,2229,6,107.08,1,0,0.2,0,1
84.37,6,0.071,59,1736,5,92.11,0,0,0.041,0,0
237.17,16,0.083,62,800,2,465.27,0,0,0.09,0,0
28.19,2,0.336,18,2593,4,313.84,2,0,0.213,0,0
1264.3,22,0.366,18,531,3,122.02,1,0,0.402,0,0
7.84,20,0.192,43,3608,9,133.69,0,0,0.308,0,0
179.94,12,0.712,34,284,4,116.65,0,1,0.251,0,1
86.89,12,0.078,63,2758,2,107.45,1,1,0.235,0,0
179.56,1,0.436,59,2849,2,60.76,0,0,0.245,0,0
225.77,13,0.085,72,550,3,345.49,2,1,0.099,0,0
60.67,2,0.379,43,3041,6,221.03,0,0,0.377,0,0
85.78,11,0.25,47,2169,5,191.42,2,0,0.459,0,0
30.45,22,0.069,74,1810,10,121.2,0,0,0.22,0,0
57.39,8,0.168,74,2104,4,61.87,2,0,0.459,0,0
146.96,5,0.333,23,277,4,133.74,1,0,0.279,0,0
45.65,12,0.15,62,208,4,389.08,1,0,0.277,0,0
653.25,12,0.153,27,3400,3,37.36,0,0,0.659,0,0
136.64,15,0.183,24,1993,3,78.74,0,0,0.403,0,0
791.12,15,0.102,46,2862,3,120.52,2,0,0.35,0,0
195.86,7,0.213,20,937,0,226.6,0,0,0.236,0,0
56.48,20,0.22,38,2915,1,87.99,0,0,0.594,0,0
124.48,18,0.348,25,507,6,187.7,2,0,0.289,0,0
195.72,21,0.364,54,3117,4,253.47,0,1,0.192,0,0
118.34,18,0.422,63,2652,5,57.15,0,0,0.456,1,1
259.39,12,0.19,55,3088,2,125.0,0,0,0.141,0,0
834.61,13,0.242,70,1744,4,268.63,1,0,0.674,0,0
943.28,6,0.039,71,1958,2,154.28,0,0,0.385,0,0
117.12,7,0.242,21,1732,2,287.57,0,0,0.429,0,0
33.15,14,0.073,56,92,0,293.34,0,0,0.469,1,1
401.65,6,0.161,70,1755,2,290.17,1,0,0.292,0,0
103.44,12,0.196,74,1496,2,476.59,2,0,0.252,0,0
402.16,20,0.263,60,3175,3,187.71,2,0,0.571,0,0
362.35,3,0.005,72,1327,5,220.1,0,0,0.436,0,0
98.79,0,0.15,39,1877,6,188.6,1,0,0.258,0,0
273.9,2,0.471,28,1497,9,104.75,2,1,0.592,0,1
567.05,10,0.26,68,152,8,101.45,1,0,0.597,0,0
362.47,19,0.24,37,1853,3,143.35,0,0,0.131,0,0
130.13,10,0.516,28,2305,1,289.04,0,0,0.586,0,0
140.39,15,0.632,32,1053,6,145.23,0,0,0.62,1,1
103.54,18,0.056,69,2555,1,66.68,1,0,0.107,0,0
39.81,23,0.124,29,2163,11,208.95,0,1,0.234,1,1
187.84,5,0.153,59,1285,3,385.87,0,0,0.543,0,0
133.86,4,0.343,70,1172,2,145.58,0,0,0.204,0,0
297.63,4,0.589,57,1194,8,67.6,1,0,0.132,0,0
177.66,22,0.223,72,1645,2,113.23,3,0,0.498,0,0
267.91,19,0.365,35,961,4,182.18,0,1,0.425,0,1
159.6,14,0.2,70,732,5,390.33,1,1,0.785,0,0
145.56,0,0.106,46,1959,4,73.46,0,1,0.117,0,0
57.49,20,0.402,18,2409,1,187.3,1,0,0.208,0,0
361.27,15,0.603,67,41,7,97.5,3,0,0.333,0,0
169.74,15,0.418,58,3177,5,362.15,1,1,0.217,0,0
192.54,16,0.641,72,2446,1,89.96,0,0,0.264,0,0
248.4,18,0.441,18,1853,3,115.3,3,0,0.213,1,0
347.1,5,0.334,68,1317,2,72.51,0,0,0.441,1,1
424.39,16,0.115,75,1847,7,64.15,1,0,0.117,0,0
94.43,6,0.25,20,1594,2,37.13,1,0,0.426,0,0
115.31,10,0.573,44,3377,6,600.05,2,0,0.188,0,0
175.8,3,0.27,53,983,7,47.97,2,1,0.373,0,0
182.8,21,0.487,74,983,2,63.95,2,0,0.41,0,0
31.01,4,0.356,19,2467,3,176.28,3,0,0.5,0,0
200.09,14,0.302,27,3436,7,215.99,0,0,0.654,0,0
126.48,23,0.271,56,1927,1,86.46,1,0,0.116,0,0
212.76,21,0.444,29,1062,5,115.85,2,0,0.163,0,0
578.63,0,0.306,60,2778,4,42.15,0,0,0.185,0,0
252.99,20,0.381,40,2235,3,137.4,1,0,0.38,0,1
253.31,14,0.124,70,2215,6,118.42,1,0,0.497,1,1
227.12,18,0.112,31,1695,1,178.71,0,1,0.45,0,0
389.12,13,0.504,19,3245,4,108.11,0,0,0.07,0,0
322.03,23,0.494,26,2223,4,35.57,0,0,0.379,1,1
947.75,12,0.115,44,3434,4,60.6,0,0,0.579,0,0
143.02,0,0.127,61,299,4,109.56,0,0,0.469,0,0
299.31,15,0.171,53,2870,1,105.96,1,0,0.238,0,0
155.03,18,0.301,64,2927,4,155.59,0,0,0.102,0,0
27.86,18,0.31,75,2662,4,75.25,0,0,0.303,0,0
75.42,22,0.136,67,2986,4,245.45,1,1,0.299,1,1
51.39,15,0.133,25,2273,4,108.04,1,0,0.518,0,1
73.74,14,0.148,19,3411,0,64.51,1,0,0.176,0,0
139.62,15,0.046,69,3179,5,76.33,0,0,0.61,0,0
47.07,21,0.129,34,2356,5,48.57,0,0,0.332,0,0
40.6,15,0.131,30,3287,4,30.96,0,0,0.618,0,0
17.23,18,0.026,49,3205,1,132.64,0,0,0.779,0,0
283.5,0,0.319,33,649,4,101.22,1,1,0.032,0,0
20.12,23,0.321,27,1025,7,263.31,1,1,0.372,0,0
627.39,18,0.239,31,245,7,147.1,0,1,0.182,0,0
284.95,0,0.36,36,1274,1,174.31,1,0,0.31,0,0
135.86,14,0.031,67,3388,6,77.36,1,0,0.063,0,0
13.85,22,0.298,53,2768,5,133.99,1,0,0.409,0,0
81.31,8,0.27,19,3163,7,255.29,1,0,0.42,0,0
123.47,0,0.351,33,2396,6,148.78,1,0,0.127,0,0
52.99,14,0.438,56,272,6,86.25,0,0,0.663,0,0
305.77,4,0.349,61,1457,8,165.74,3,1,0.184,0,1
57.83,16,0.366,37,847,3,239.03,2,0,0.716,0,0
1160.04,0,0.094,48,3124,2,52.9,0,0,0.433,0,0
112.2,12,0.243,64,2722,8,69.68,0,1,0.407,1,0
756.43,9,0.255,51,2451,3,115.68,0,0,0.124,0,0
433.97,8,0.289,65,498,4,169.12,0,0,0.364,0,0
190.45,21,0.176,73,3358,6,572.26,1,0,0.757,0,0
147.59,10,0.128,67,470,2,90.81,1,1,0.09,0,0
115.69,5,0.53,72,3337,5,108.08,0,0,0.254,0,0
82.34,17,0.246,73,863,1,22.88,1,0,0.403,0,0
293.02,10,0.254,67,415,6,135.7,1,0,0.661,0,0
115.41,17,0.398,46,2089,5,231.97,1,0,0.513,0,0
539.84,6,0.176,50,1620,7,102.28,0,1,0.503,0,1
262.17,5,0.375,57,1055,4,152.91,0,0,0.367,0,0
532.96,18,0.403,66,2689,4,122.99,2,0,0.105,0,0
37.61,21,0.531,22,1042,4,98.3,1,0,0.239,0,0
19.57,19,0.255,67,3328,5,67.63,1,0,0.126,0,0
180.21,6,0.119,40,3639,6,213.44,0,0,0.381,0,1
62.55,3,0.402,59,2047,2,92.39,1,0,0.125,1,1
316.55,23,0.305,19,3605,2,123.54,1,0,0.493,0,0
240.44,9,0.477,62,2903,5,89.06,0,0,0.428,0,0
310.08,10,0.121,46,1115,4,200.76,2,0,0.178,0,0
190.43,2,0.321,21,995,2,202.07,0,1,0.082,0,0
269.12,0,0.211,38,3003,3,156.83,3,0,0.247,0,0
490.09,7,0.377,54,1586,6,36.22,0,0,0.204,0,0
46.07,1,0.424,26,2991,3,228.93,0,0,0.068,0,0
165.43,21,0.407,60,3140,6,344.51,1,0,0.453,0,0
56.61,16,0.148,39,2464,1,169.3,0,0,0.433,0,0
280.91,23,0.315,66,819,3,152.46,0,0,0.142,0,0
130.51,19,0.501,69,2183,3,59.06,0,0,0.487,1,1
88.84,3,0.417,53,444,4,141.94,0,0,0.175,0,0
113.01,10,0.499,32,816,6,746.71,0,1,0.198,0,0
49.59,16,0.361,23,1614,2,691.89,1,0,0.13,0,1
100.77,19,0.298,71,1306,6,46.18,1,1,0.648,0,0
33.83,7,0.185,35,2207,2,164.07,0,0,0.245,0,0
42.09,4,0.288,19,1456,2,120.34,2,0,0.415,0,0
977.1,10,0.308,48,1857,5,80.94,0,0,0.807,0,0
1546.35,5,0.139,64,2698,4,86.7,1,0,0.169,1,1
80.99,10,0.085,43,2402,8,258.95,1,0,0.208,0,0
63.86,8,0.07,18,3216,5,58.1,0,0,0.145,0,0
40.97,18,0.306,35,2796,2,68.73,0,1,0.125,0,1
532.55,0,0.461,38,1596,4,138.28,0,0,0.311,0,0
68.1,8,0.309,56,2469,4,160.62,0,1,0.775,0,1
666.03,14,0.202,27,1651,3,65.93,0,0,0.459,0,0
54.24,20,0.293,49,1163,3,63.19,0,0,0.173,0,0
88.58,22,0.266,71,974,8,254.4,1,0,0.192,0,0
49.24,7,0.087,30,1107,7,105.92,1,0,0.141,0,0
123.92,19,0.277,72,2322,6,467.43,2,0,0.375,0,0
66.68,1,0.098,43,1015,0,162.56,3,1,0.288,0,1
289.55,15,0.454,32,337,4,19.34,0,1,0.578,0,0
84.92,14,0.3,69,195,5,82.5,3,0,0.197,0,0
526.85,9,0.203,33,1615,4,133.44,1,0,0.149,1,0
1038.15,6,0.454,75,2013,5,531.83,1,0,0.231,0,0
932.79,23,0.255,27,2451,4,83.99,1,1,0.159,0,0
17.23,13,0.087,66,2289,4,155.53,0,0,0.104,0,0
32.5,0,0.201,64,3490,0,113.15,0,0,0.185,0,0
140.57,3,0.19,37,658,9,125.56,1,0,0.158,0,0
94.63,6,0.142,61,2891,3,45.07,2,0,0.178,0,0
279.98,9,0.085,20,2503,6,54.11,0,0,0.1,0,0
746.64,4,0.714,67,2583,5,153.64,1,0,0.354,0,1
288.5,22,0.402,56,2372,3,257.96,0,0,0.493,0,0
39.97,8,0.688,67,1158,6,37.03,0,0,0.261,0,0
136.79,1,0.32,49,3563,11,198.84,1,0,0.495,0,0
121.83,7,0.124,68,2052,4,144.42,0,0,0.263,0,0
360.43,9,0.426,53,3360,1,126.61,0,0,0.485,1,0
127.57,6,0.336,67,3048,2,58.03,0,0,0.255,0,0
46.06,13,0.068,61,478,3,63.2,0,1,0.366,0,0
793.45,9,0.068,40,3067,10,155.7,1,0,0.315,0,0
157.63,16,0.11,54,1095,2,122.31,0,0,0.081,0,0
661.78,12,0.413,52,2043,3,86.44,1,0,0.201,0,0
53.28,1,0.098,27,1450,2,92.15,1,1,0.036,1,0
170.13,14,0.24,23,1389,3,49.42,1,0,0.344,0,0
27.57,21,0.122,30,2049,9,22.27,2,0,0.52,0,0
55.56,18,0.076,41,2257,3,65.23,1,0,0.333,0,0
814.45,11,0.215,73,2325,4,37.41,0,0,0.42,0,0
64.12,12,0.11,28,2552,4,53.15,2,0,0.527,0,0
238.58,22,0.156,73,2208,3,245.59,0,0,0.355,0,0
108.9,16,0.13,41,2527,2,66.42,1,0,0.268,0,0
236.67,5,0.373,58,1382,2,116.4,1,1,0.008,1,0
86.84,12,0.28,72,2710,3,356.16,0,0,0.487,0,0
200.43,8,0.21,34,3363,8,121.72,3,0,0.475,0,0
401.87,3,0.32,43,973,2,282.82,0,0,0.385,0,0
130.3,4,0.545,19,1326,2,84.23,1,0,0.43,0,1
145.49,22,0.115,43,2265,4,51.17,2,0,0.465,0,0
87.84,15,0.078,22,1899,2,91.71,0,0,0.199,0,0
72.98,15,0.356,24,3358,4,229.27,0,0,0.279,0,0
680.78,20,0.123,70,500,7,177.88,1,0,0.192,0,0
67.19,4,0.563,72,3440,2,168.79,0,1,0.211,0,1
27.37,22,0.29,73,1424,4,153.21,1,0,0.148,0,0
139.71,23,0.26,68,296,5,102.51,2,0,0.13,0,0
127.51,7,0.101,57,2382,1,108.78,0,0,0.645,0,0
92.4,0,0.188,40,498,4,62.16,2,0,0.293,0,1
155.99,14,0.139,45,2911,3,39.99,1,0,0.151,0,0
176.83,2,0.266,66,833,2,104.52,0,0,0.337,0,0
47.05,10,0.211,30,1196,5,99.97,1,0,0.253,0,0
452.29,17,0.451,61,665,7,84.21,0,1,0.492,0,1
103.89,11,0.357,52,1648,1,540.93,0,0,0.177,0,0
86.66,16,0.194,62,3138,4,66.83,0,0,0.126,0,0
14.94,22,0.475,75,751,2,96.14,1,0,0.49,0,0
191.72,10,0.541,60,2282,2,143.33,0,0,0.07,1,0
140.13,9,0.074,21,1561,8,155.46,0,1,0.203,0,1
65.01,22,0.21,20,1371,9,166.25,2,0,0.115,0,0
80.91,1,0.254,55,2297,8,74.6,2,0,0.345,0,0
70.35,12,0.285,67,1157,8,694.62,1,0,0.262,0,0
128.98,21,0.433,24,1815,6,33.21,1,0,0.481,0,0
130.95,17,0.109,25,1830,4,225.28,3,0,0.628,0,0
239.14,16,0.663,44,2330,2,122.71,1,0,0.59,0,1
844.63,6,0.433,41,2132,8,116.28,0,0,0.249,0,1
100.31,19,0.285,24,1298,5,42.3,0,0,0.088,0,0
21.94,17,0.156,68,3557,1,151.92,1,0,0.319,0,0
435.0,14,0.195,71,2160,2,98.04,0,0,0.431,0,0
32.12,22,0.171,49,1876,2,149.7,1,0,0.684,0,0
254.91,17,0.431,20,65,4,170.23,0,0,0.311,0,1
87.72,22,0.272,33,1731,5,104.05,1,1,0.659,0,1
32.28,19,0.253,20,2602,5,32.78,0,0,0.207,0,0
61.83,3,0.552,40,1386,5,121.38,0,1,0.753,0,1
76.18,3,0.209,41,3492,6,368.71,1,0,0.098,1,1
593.69,22,0.013,29,891,4,86.83,1,0,0.195,0,0
219.02,1,0.62,75,3278,5,58.81,0,0,0.208,0,0
103.75,13,0.159,62,3250,3,51.03,2,0,0.519,0,0
312.63,15,0.079,66,498,1,123.42,0,0,0.227,0,0
1143.75,13,0.12,22,763,4,68.39,0,0,0.353,0,0
49.92,15,0.13,64,1265,6,146.07,1,1,0.34,0,1
93.91,12,0.208,59,1992,9,203.43,0,1,0.249,0,0
182.14,22,0.246,74,2774,1,95.4,2,1,0.33,0,1
428.47,15,0.362,71,864,4,99.36,0,0,0.165,0,0
144.84,22,0.391,62,789,3,59.42,0,0,0.325,0,0
489.85,11,0.367,23,717,2,116.17,1,0,0.337,0,0
68.6,12,0.164,59,2130,2,46.07,0,0,0.248,0,0
24.44,13,0.082,60,3472,6,175.15,0,0,0.3,0,0
87.42,6,0.153,51,610,7,263.4,1,0,0.764,0,0
1209.47,18,0.075,72,504,2,47.22,3,1,0.421,0,0
165.08,17,0.607,50,3387,3,66.38,1,0,0.696,0,0
360.5,10,0.32,20,3395,3,56.44,2,1,0.312,0,1
52.85,18,0.35,47,3396,7,104.92,0,0,0.363,0,1
34.23,14,0.133,69,2213,2,189.74,1,1,0.601,0,1
243.12,6,0.207,20,3563,6,147.4,1,0,0.193,0,0
80.47,7,0.603,38,2743,2,402.25,0,0,0.399,1,1
91.48,2,0.139,42,353,3,434.62,0,0,0.505,0,0
