customer_id,date,segment,region,plan,monthly_revenue,churn,churn_risk
C1444,2025-09-01,SMB,East,Pro,71.19,No,Low
C1445,2025-09-01,Startup,North,Basic,44.83,No,Medium
C1446,2025-09-01,Enterprise,West,Pro,133.67,Yes,High
C1447,2025-09-01,Startup,East,Enterprise,1355.6,No,Low
C1448,2025-09-01,SMB,North,Enterprise,1048.04,No,Low
C1449,2025-09-01,SMB,South,Enterprise,831.05,No,Low
C1450,2025-09-01,SMB,South,Basic,18.33,No,Low
C1451,2025-10-01,Startup,North,Pro,94.51,Yes,High
C1452,2025-10-01,Consumer,North,Pro,63.22,Yes,High
C1453,2025-10-01,Consumer,West,Basic,25.97,No,Low
C1454,2025-10-01,Consumer,North,Premium,196.6,No,Low
C1455,2025-10-01,Startup,South,Basic,37.75,No,Medium
C1456,2025-10-01,Startup,North,Basic,29.41,No,Low
C1457,2025-10-01,Consumer,West,Basic,19.31,No,Low
C1458,2025-10-01,SMB,East,Basic,24.69,Yes,Medium
C1459,2025-10-01,Consumer,South,Pro,134.79,No,Low
C1460,2025-10-01,Startup,South,Pro,124.78,No,Low
C1461,2025-10-01,Startup,North,Basic,32.49,No,Medium
C1462,2025-10-01,Consumer,West,Enterprise,763.97,No,Medium
C1463,2025-10-01,SMB,North,Pro,126.27,No,Low
C1464,2025-10-01,Startup,East,Basic,22.55,No,Low
C1465,2025-10-01,Startup,South,Pro,91.54,No,Low
C1466,2025-10-01,SMB,East,Basic,32.9,No,Low
C1467,2025-10-01,SMB,East,Pro,133.45,No,Low
C1468,2025-10-01,Consumer,West,Premium,446.26,Yes,High
C1469,2025-10-01,Enterprise,South,Pro,55.5,No,Medium
C1470,2025-10-01,Enterprise,East,Premium,395.52,No,Low
C1471,2025-10-01,SMB,North,Basic,42.34,No,Low
C1472,2025-10-01,SMB,North,Pro,102.39,No,Medium
C1473,2025-10-01,Startup,East,Pro,55.54,No,Low
C1474,2025-10-01,SMB,South,Premium,462.99,No,Low
C1475,2025-10-01,Consumer,West,Basic,45.05,Yes,High
C1476,2025-10-01,SMB,West,Enterprise,857.92,No,Low
C1477,2025-10-01,SMB,East,Basic,47.05,No,Low
C1478,2025-10-01,Enterprise,North,Pro,55.27,No,Medium
C1479,2025-10-01,Consumer,East,Basic,31.28,No,Low
C1480,2025-10-01,Enterprise,South,Pro,86.89,No,Low
C1481,2025-10-01,Startup,South,Pro,99.34,No,Low
C1482,2025-10-01,SMB,North,Enterprise,547.82,No,Medium
C1483,2025-10-01,Consumer,East,Basic,38.01,No,Medium
C1484,2025-10-01,Enterprise,South,Pro,73.82,No,Low
C1485,2025-10-01,Consumer,West,Basic,47.24,No,Medium
C1486,2025-10-01,Consumer,South,Pro,147.46,Yes,High
C1487,2025-10-01,Startup,South,Pro,109.19,Yes,Medium
C1488,2025-10-01,SMB,East,Basic,26.03,No,Medium
C1489,2025-10-01,SMB,North,Basic,17.61,No,Medium
C1490,2025-10-01,SMB,East,Basic,31.31,No,Medium
C1491,2025-10-01,Consumer,North,Basic,25.79,No,Low
C1492,2025-10-01,SMB,South,Pro,132.64,No,Low
C1493,2025-10-01,Consumer,West,Basic,18.19,No,Low
C1494,2025-10-01,Startup,West,Pro,76.02,No,Low
C1495,2025-10-01,Consumer,South,Pro,105.01,Yes,High
C1496,2025-10-01,Enterprise,West,Basic,42.33,No,Low
C1497,2025-10-01,SMB,North,Pro,114.47,No,Low
C1498,2025-10-01,Enterprise,North,Basic,46.59,No,Low
C1499,2025-10-01,Consumer,North,Premium,266.04,Yes,High
C1500,2025-10-01,SMB,West,Pro,132.17,No,Low
C1501,2025-11-01,Consumer,West,Basic,22.52,No,Low
C1502,2025-11-01,Consumer,West,Basic,36.67,No,Low
C1503,2025-11-01,SMB,West,Pro,56.1,No,Low
C1504,2025-11-01,SMB,North,Premium,334.03,No,Medium
C1505,2025-11-01,Consumer,East,Premium,275.69,No,Low
C1506,2025-11-01,Consumer,South,Pro,88.84,No,Low
C1507,2025-11-01,Enterprise,East,Premium,248.33,No,Low
C1508,2025-11-01,Consumer,South,Enterprise,2447.96,Yes,Medium
C1509,2025-11-01,SMB,West,Premium,471.04,Yes,High
C1510,2025-11-01,SMB,East,Premium,445.83,No,Medium
C1511,2025-11-01,Consumer,East,Pro,141.4,Yes,Medium
C1512,2025-11-01,Consumer,East,Pro,106.31,No,Low
C1513,2025-11-01,SMB,West,Basic,16.97,No,Low
C1514,2025-11-01,Enterprise,South,Enterprise,902.93,No,Medium
C1515,2025-11-01,Consumer,South,Premium,263.26,Yes,Medium
C1516,2025-11-01,Consumer,West,Premium,451.23,No,Low
C1517,2025-11-01,Startup,West,Basic,26.29,No,Medium
C1518,2025-11-01,Consumer,East,Enterprise,1798.36,No,Medium
C1519,2025-11-01,SMB,East,Pro,67.54,No,Medium
C1520,2025-11-01,Enterprise,North,Premium,482.08,No,Low
C1521,2025-11-01,SMB,North,Basic,43.31,No,Medium
C1522,2025-11-01,Consumer,South,Basic,41.09,No,Low
C1523,2025-11-01,Startup,East,Enterprise,2143.32,No,Medium
C1524,2025-11-01,SMB,North,Basic,23.73,Yes,High
C1525,2025-11-01,Consumer,West,Basic,30.34,No,Low
C1526,2025-11-01,Startup,South,Pro,104.6,Yes,High
C1527,2025-11-01,SMB,East,Basic,44.6,No,Low
C1528,2025-11-01,Consumer,North,Basic,20.95,No,Medium
C1529,2025-11-01,Startup,West,Premium,182.59,No,Medium
C1530,2025-11-01,Consumer,South,Pro,115.36,No,Low
C1531,2025-11-01,Enterprise,East,Basic,49.1,No,Medium
C1532,2025-11-01,Consumer,West,Basic,18.36,No,Medium
C1533,2025-11-01,SMB,West,Pro,92.76,No,Medium
C1534,2025-11-01,SMB,West,Basic,20.98,No,Low
C1535,2025-11-01,Consumer,East,Basic,28.91,No,Medium
C1536,2025-11-01,Enterprise,South,Pro,68.49,No,Low
C1537,2025-11-01,SMB,North,Basic,31.28,No,Low
C1538,2025-11-01,SMB,West,Pro,59.67,No,Medium
C1539,2025-11-01,Consumer,West,Pro,105.36,No,Medium
C1540,2025-11-01,Consumer,West,Pro,143.64,No,Low
C1541,2025-11-01,SMB,South,Pro,135.39,Yes,Medium
C1542,2025-11-01,Enterprise,South,Premium,210.51,No,Low
C1543,2025-11-01,Enterprise,South,Pro,148.83,No,Medium
C1544,2025-11-01,Consumer,North,Basic,46.88,No,Low
C1545,2025-11-01,SMB,North,Pro,82.61,No,Low
C1546,2025-11-01,Consumer,South,Pro,102.26,No,Low
C1547,2025-11-01,Enterprise,North,Pro,125.84,No,Low
C1548,2025-11-01,Consumer,West,Premium,458.05,No,Low
C1549,2025-11-01,Consumer,South,Pro,97.3,No,Low
C1550,2025-11-01,Startup,South,Pro,90.17,No,Low
C1551,2025-12-01,Enterprise,East,Pro,76.86,No,Low
C1552,2025-12-01,SMB,South,Premium,450.38,No,Low
C1553,2025-12-01,SMB,West,Premium,420.91,No,Medium
C1554,2025-12-01,Startup,West,Basic,30.46,No,Low
C1555,2025-12-01,Consumer,North,Premium,437.36,No,Low
C1556,2025-12-01,SMB,North,Pro,63.56,No,Medium
C1557,2025-12-01,SMB,West,Premium,220.25,Yes,High
C1558,2025-12-01,Enterprise,West,Pro,69.91,No,Low
C1559,2025-12-01,Startup,West,Basic,16.07,No,Medium
C1560,2025-12-01,SMB,East,Premium,355.41,No,Low
C1561,2025-12-01,Consumer,South,Pro,78.51,No,Low
C1562,2025-12-01,Consumer,North,Pro,117.77,No,Low
C1563,2025-12-01,Consumer,South,Enterprise,1864.4,No,Low
C1564,2025-12-01,Startup,East,Basic,23.83,No,Low
C1565,2025-12-01,SMB,East,Pro,84.87,No,Low
C1566,2025-12-01,Consumer,East,Premium,289.0,Yes,Medium
C1567,2025-12-01,Startup,North,Pro,78.27,No,Low
C1568,2025-12-01,SMB,East,Basic,26.38,No,Medium
C1569,2025-12-01,SMB,West,Pro,74.03,Yes,Medium
C1570,2025-12-01,Consumer,East,Pro,122.13,No,Low
C1571,2025-12-01,Consumer,South,Pro,123.67,No,Medium
C1572,2025-12-01,SMB,East,Premium,390.21,No,Low
C1573,2025-12-01,Startup,East,Premium,444.22,No,Low
C1574,2025-12-01,Enterprise,East,Basic,24.05,No,Low
C1575,2025-12-01,Consumer,East,Basic,22.82,No,Low
C1576,2025-12-01,SMB,North,Pro,96.38,Yes,High
C1577,2025-12-01,Startup,East,Basic,19.19,No,Medium
C1578,2025-12-01,SMB,West,Premium,202.77,No,Low
C1579,2025-12-01,Consumer,South,Premium,495.33,No,Medium
C1580,2025-12-01,Consumer,North,Pro,113.1,No,Medium
C1581,2025-12-01,Enterprise,West,Basic,41.64,No,Low
C1582,2025-12-01,Consumer,West,Premium,195.29,No,Low
C1583,2025-12-01,SMB,East,Pro,50.47,No,Medium
C1584,2025-12-01,Consumer,North,Premium,414.9,No,Low
C1585,2025-12-01,Startup,North,Basic,39.27,No,Low
C1586,2025-12-01,SMB,East,Pro,66.7,No,Low
C1587,2025-12-01,Startup,South,Pro,102.41,No,Medium
C1588,2025-12-01,SMB,North,Enterprise,1218.5,No,Low
C1589,2025-12-01,SMB,South,Premium,195.92,No,Medium
C1590,2025-12-01,Enterprise,East,Premium,427.24,No,Medium
C1591,2025-12-01,Consumer,North,Pro,109.39,Yes,High
C1592,2025-12-01,Enterprise,West,Basic,30.55,No,Low
C1593,2025-12-01,Consumer,North,Basic,39.0,Yes,High
C1594,2025-12-01,Consumer,North,Basic,36.2,No,Low
C1595,2025-12-01,SMB,South,Premium,324.21,No,Low
C1596,2025-12-01,SMB,West,Pro,66.04,No,Low
C1597,2025-12-01,SMB,West,Basic,38.51,No,Medium
C1598,2025-12-01,Enterprise,East,Basic,32.91,No,Low
C1599,2025-12-01,Startup,North,Pro,147.73,No,Low
C1600,2025-12-01,Consumer,East,Premium,448.29,No,Medium
