Age,AnnualIncome,Gender,City,DeviceType,Membership,PaymentMethod,TrafficSource,SessionDuration,PagesVisited,PreviousPurchases,CartValue,Purchased
29,1213578,Male,Bengaluru,Tablet,Basic,Debit Card,Email,47.77,12,9,15336.41,1
39,1420768,Female,Delhi,Desktop,Basic,UPI,Organic,17.47,17,10,9400.64,1
39,1378898,Male,Chennai,Desktop,Silver,Net Banking,Social Media,39.14,5,15,17578.49,1
47,201172,Male,Mumbai,Desktop,Basic,Debit Card,Referral,52.53,13,11,20909.47,1
55,715843,Female,Hyderabad,Mobile,Basic,Debit Card,Email,3.46,8,12,17237.01,1
55,1176121,Female,Chennai,Mobile,Silver,Credit Card,Social Media,50.01,5,10,12863.31,1
25,761780,Female,Bengaluru,Mobile,Silver,UPI,Organic,34.71,12,15,11520.58,1
44,888362,Male,Delhi,Mobile,Platinum,Net Banking,Google Ads,36.84,9,6,16093.76,1
44,693319,Male,Delhi,Mobile,Basic,Net Banking,Referral,31.87,3,9,17027.29,1
51,960298,Male,Hyderabad,Desktop,Basic,Debit Card,Organic,52.59,3,4,14012.36,1
38,1056031,Male,Delhi,Desktop,Basic,Credit Card,Email,3.56,1,0,15661.06,1
47,1450896,Female,Delhi,Desktop,Platinum,Debit Card,Email,16.4,18,14,2505.06,1
50,1646554,Female,Chennai,Desktop,Gold,Debit Card,Google Ads,52.67,12,15,23798.96,1
45,1239622,Female,Mumbai,Desktop,Gold,Debit Card,Google Ads,45.39,9,14,19790.25,1
50,408071,Female,Hyderabad,Mobile,Platinum,Debit Card,Referral,2.04,9,5,9410.8,1
22,558165,Male,Chennai,Mobile,Silver,Net Banking,Referral,31.5,18,11,14114.03,1
36,888662,Female,,Mobile,Silver,Net Banking,Google Ads,32.24,18,7,1278.38,1
21,596366,,Chennai,Desktop,Basic,Debit Card,Google Ads,24.65,7,6,1126.57,0
52,1495573,Female,Pune,Mobile,Silver,Debit Card,Email,18.55,4,1,6344.88,1
34,1192117,Female,Chennai,Desktop,Silver,Credit Card,Google Ads,41.22,13,11,17273.57,1
45,825188,Male,Delhi,Mobile,Silver,Debit Card,Social Media,13.26,17,4,21318.48,1
47,1711191,Male,Mumbai,Desktop,Platinum,Net Banking,Organic,48.14,2,13,14023.73,1
46,595008,Other,Hyderabad,Desktop,Platinum,UPI,Google Ads,48.38,14,15,13350.11,1
23,1434126,Male,Hyderabad,Desktop,Gold,Net Banking,Referral,25.5,3,10,10117.51,1
52,424883,Male,Mumbai,Tablet,Gold,Credit Card,Social Media,17.73,5,3,4123.79,1
58,1689090,Male,Delhi,Desktop,Gold,Net Banking,Referral,17.75,14,8,3047.02,1
54,1129491,Female,Bengaluru,Tablet,Basic,UPI,Social Media,29.46,3,9,19040.93,1
41,851210,Female,Chennai,Tablet,Basic,Debit Card,Google Ads,43.46,7,15,23194.84,1
46,1109616,Female,Delhi,Desktop,Gold,UPI,Organic,22.17,18,0,11511.25,1
48,1350365,Male,Pune,Desktop,Gold,Debit Card,Referral,36.99,13,11,16520.2,1
52,859418,Female,Mumbai,Mobile,Basic,Debit Card,Social Media,23.57,10,15,22870.0,1
50,880780,Male,Chennai,Mobile,Platinum,Net Banking,Email,18.97,13,5,2343.83,1
38,1791754,Female,Hyderabad,Mobile,Basic,Net Banking,Google Ads,2.47,16,2,19284.99,0
49,1294593,Female,Bengaluru,Mobile,Basic,Net Banking,Organic,1.23,9,10,15458.74,1
40,1406952,Male,Pune,Mobile,Gold,Credit Card,Google Ads,14.41,2,8,15006.07,1
50,679137,Male,Hyderabad,Tablet,Basic,Net Banking,Email,24.98,5,4,7384.26,0
20,836884,Male,Mumbai,Desktop,Basic,Credit Card,Organic,51.22,17,12,17128.94,1
35,804712,Male,Chennai,Desktop,Basic,Net Banking,Email,48.11,4,5,19890.46,1
42,873264,Male,Mumbai,Mobile,Gold,Debit Card,Google Ads,16.76,17,10,2910.17,1
59,1021344,Female,Chennai,Mobile,Silver,Credit Card,Social Media,15.43,9,8,13384.68,1
48,1786872,Female,Delhi,Mobile,Gold,UPI,Google Ads,14.41,20,8,2621.5,1
20,1621852,Male,Bengaluru,Mobile,Silver,Credit Card,Google Ads,21.02,2,15,21827.09,1
57,787847,Male,Delhi,Mobile,Basic,Credit Card,Google Ads,30.39,18,7,12740.15,1
41,1283913,Male,Delhi,Mobile,Platinum,UPI,Referral,26.88,11,8,20218.35,1
49,1077048,Female,Mumbai,Tablet,Basic,Credit Card,Email,13.88,13,15,9265.33,1
39,1504070,Male,Bengaluru,Desktop,Platinum,Debit Card,Email,8.7,8,3,3214.45,1
40,1252930,Female,Chennai,Mobile,Silver,Net Banking,Email,1.74,1,15,1133.33,1
19,1273762,Female,Chennai,Mobile,Platinum,UPI,Referral,10.08,17,5,7109.59,1
44,732433,Female,Pune,Mobile,Basic,Net Banking,Social Media,42.62,12,4,6181.42,1
59,607236,Female,Hyderabad,Mobile,Silver,Debit Card,Google Ads,15.37,4,4,14052.76,1
19,1728459,Male,Pune,Tablet,Basic,UPI,Social Media,28.65,13,3,641.3,1
43,920829,Female,Pune,Mobile,Basic,Net Banking,Referral,35.89,9,1,13062.21,1
34,1773445,Male,Chennai,Mobile,Silver,Net Banking,Email,53.32,7,11,9855.12,1
57,465195,Male,Mumbai,Mobile,Basic,Debit Card,Google Ads,53.44,5,5,14470.34,1
50,755762,Female,Delhi,Mobile,Silver,Net Banking,Organic,45.0,5,8,17590.2,1
26,796036,Female,Delhi,Desktop,Basic,Debit Card,Organic,3.07,17,11,15888.89,0
60,1354571,Female,Delhi,Desktop,Basic,Credit Card,Social Media,34.93,9,0,24617.64,1
56,1474266,Male,Bengaluru,Desktop,Gold,Debit Card,Email,47.41,6,13,3542.81,1
46,1560346,Male,Chennai,Mobile,Silver,Credit Card,Organic,2.02,19,6,10800.45,1
59,973392,Female,Mumbai,Mobile,Silver,UPI,Social Media,33.43,16,5,10678.29,1
43,608988,Male,Bengaluru,Mobile,Silver,Net Banking,Referral,51.61,2,2,10484.62,1
52,360553,Female,Hyderabad,Desktop,Gold,Debit Card,Social Media,28.97,10,0,16628.58,0
42,740696,Female,Mumbai,Mobile,Basic,Debit Card,Social Media,1.24,16,12,12296.72,1
41,1060438,Female,Pune,Mobile,Gold,Net Banking,Social Media,1.65,5,3,12984.07,1
30,1488144,Male,Mumbai,Desktop,Platinum,Net Banking,Google Ads,25.58,15,14,10865.66,1
24,499278,Male,Mumbai,Desktop,Gold,UPI,Social Media,10.15,13,13,24793.32,1
53,1380139,Male,Delhi,Mobile,Silver,UPI,Social Media,40.2,13,8,23196.28,1
37,879983,Female,Mumbai,Mobile,Silver,Debit Card,Google Ads,42.82,13,14,7762.33,1
18,573554,Male,Pune,Mobile,Gold,UPI,Google Ads,11.49,15,1,2878.69,1
25,1431079,Female,Pune,Desktop,Silver,Credit Card,Referral,53.42,14,2,21010.14,1
33,1371902,Male,Chennai,Mobile,Basic,UPI,Email,27.07,8,1,24929.54,1
31,1239920,Other,Mumbai,Tablet,Basic,UPI,Organic,9.43,11,13,7385.96,0
29,574966,Male,Delhi,Mobile,Gold,Debit Card,Organic,46.09,18,1,9008.84,0
40,285423,Male,Mumbai,Tablet,Basic,Credit Card,Social Media,47.61,4,9,23546.67,1
32,500197,Male,Hyderabad,Desktop,Gold,UPI,Referral,38.72,10,10,17807.12,1
45,644071,Female,Hyderabad,Mobile,Silver,Credit Card,Social Media,51.35,1,10,7461.39,1
51,851256,Female,Delhi,Desktop,Silver,Credit Card,Organic,44.51,5,7,14568.06,1
19,366833,Female,Chennai,Mobile,Basic,Credit Card,Google Ads,53.05,13,2,23611.32,1
49,897912,Male,Chennai,Tablet,Basic,Net Banking,Email,26.6,1,6,20314.15,1
40,955435,Male,Pune,Desktop,Platinum,Net Banking,Referral,45.11,8,7,18571.63,1
39,257454,Female,Pune,Mobile,Gold,Net Banking,Google Ads,59.99,3,2,18451.21,1
42,1486170,Male,Bengaluru,Desktop,Gold,Net Banking,Email,43.77,3,1,4532.71,1
39,1740473,Male,Delhi,Tablet,Silver,Debit Card,Referral,7.74,7,12,20634.56,1
39,1581320,Other,Mumbai,Mobile,Gold,UPI,Referral,31.58,4,12,6975.35,1
59,1089164,Other,Delhi,Mobile,Silver,Net Banking,Organic,35.65,3,7,23266.13,1
23,1744718,Female,Bengaluru,Desktop,Silver,Debit Card,Google Ads,11.28,15,2,9179.54,1
32,1125439,Female,Pune,Desktop,Basic,UPI,Referral,57.81,8,6,21455.74,1
60,217641,Male,Delhi,Mobile,Silver,Net Banking,Referral,11.36,3,11,6729.21,1
54,1782575,Male,Delhi,Mobile,Gold,UPI,Email,11.48,7,0,12911.72,1
50,1597616,Female,Pune,Mobile,Platinum,Net Banking,Organic,54.99,18,13,2761.44,1
25,792121,Female,Bengaluru,Mobile,Basic,Debit Card,Social Media,28.45,11,14,16536.96,1
22,498420,Male,Pune,Mobile,Gold,Credit Card,Organic,4.73,11,11,20918.37,1
56,461685,Male,Chennai,Tablet,Silver,Credit Card,Social Media,36.29,17,5,17989.34,1
21,1704102,Male,Mumbai,Mobile,Silver,UPI,Google Ads,36.51,6,11,13129.14,1
23,1273389,Female,Pune,Desktop,Basic,Debit Card,Google Ads,4.81,8,11,1223.39,0
49,844180,Female,Bengaluru,Mobile,Silver,Credit Card,Referral,58.38,1,15,23342.68,1
47,466214,Female,Hyderabad,Mobile,Silver,Net Banking,Google Ads,33.1,10,12,17666.69,1
52,1108626,Male,Chennai,Mobile,Basic,Credit Card,Referral,34.03,19,8,18672.02,1
57,522703,Other,Hyderabad,Mobile,Gold,UPI,Organic,31.69,3,11,19887.55,1
33,384615,Female,Pune,Desktop,Gold,UPI,Google Ads,37.03,4,2,18718.81,1
30,1705233,Male,Chennai,Tablet,Silver,Debit Card,Organic,16.59,11,13,11083.79,1
59,1794650,Male,Mumbai,Desktop,Platinum,UPI,Organic,17.95,15,6,18367.18,1
47,579953,Male,Pune,Tablet,Basic,Credit Card,Google Ads,31.17,1,12,15663.17,1
36,1151741,Male,Mumbai,Desktop,Basic,Credit Card,Organic,48.59,9,5,21365.01,1
34,1018003,Female,Delhi,Mobile,Gold,Credit Card,Google Ads,3.94,11,7,20081.25,1
36,1516230,Male,Hyderabad,Desktop,Basic,Credit Card,Google Ads,36.6,19,2,1130.22,1
45,461570,Female,Chennai,Desktop,Basic,Debit Card,Google Ads,48.6,13,2,9534.29,1
43,1265841,Male,Mumbai,Mobile,Basic,Net Banking,Social Media,10.26,16,3,964.43,1
54,1477897,Male,Bengaluru,Desktop,Basic,Net Banking,Organic,1.89,4,2,2641.67,0
43,246150,Male,Mumbai,Mobile,Gold,Debit Card,Email,19.45,1,8,15075.13,1
40,1318189,Male,Bengaluru,Mobile,Basic,UPI,Google Ads,35.7,20,15,21858.16,1
26,517054,Female,Pune,Desktop,,Net Banking,Organic,9.16,13,10,3083.64,1
29,301826,Female,Chennai,Mobile,Basic,UPI,Referral,26.14,1,3,11332.12,0
18,739723,Female,Mumbai,Mobile,Gold,Net Banking,Google Ads,33.59,5,5,22780.88,1
18,630348,Female,Mumbai,Tablet,Basic,UPI,Google Ads,36.33,5,7,20376.09,1
51,1438593,Male,Chennai,Desktop,Gold,Debit Card,Email,17.19,14,10,13039.73,1
49,1179554,Male,Mumbai,Mobile,Silver,Credit Card,Social Media,24.6,14,12,19312.13,1
42,314055,Male,Bengaluru,Desktop,Basic,UPI,Social Media,46.92,8,7,13115.07,1
57,670457,Female,Mumbai,Mobile,Silver,Credit Card,Google Ads,56.53,4,15,4036.5,1
18,856022,Male,Hyderabad,Mobile,Basic,UPI,Organic,51.85,7,14,3205.93,1
33,989942,Male,Pune,Tablet,Silver,UPI,Referral,34.29,20,4,4790.37,1
56,876358,Female,Delhi,Desktop,Basic,UPI,Referral,25.21,19,4,8837.96,1
22,1678638,Male,Bengaluru,Mobile,Platinum,UPI,Organic,20.64,15,5,23270.18,1
39,1322647,Male,Hyderabad,Desktop,Basic,UPI,Google Ads,8.37,4,9,20011.99,1
46,1535267,Male,Pune,Desktop,Gold,Credit Card,Referral,7.29,19,6,10876.76,1
20,1021052,Female,Chennai,Mobile,Basic,UPI,Social Media,41.61,9,12,12377.61,1
29,326389,Female,Bengaluru,Mobile,Basic,Credit Card,Organic,16.33,13,12,6713.68,1
43,449708,Female,Delhi,Mobile,Silver,Debit Card,Email,16.03,14,9,17638.39,1
33,818112,Male,Pune,Desktop,Platinum,Net Banking,Google Ads,59.89,14,13,20088.87,1
54,1191727,Other,Delhi,Desktop,Basic,UPI,Organic,12.09,10,6,6048.73,0
39,434444,Female,Chennai,Desktop,Basic,Net Banking,Referral,9.74,16,12,1141.36,1
46,783561,Male,Chennai,Tablet,Basic,Credit Card,Google Ads,6.82,5,3,15634.83,1
31,1041291,Female,Bengaluru,Desktop,Basic,Debit Card,Social Media,35.21,6,5,14106.55,1
45,391837,Male,Mumbai,Mobile,Basic,Debit Card,Google Ads,38.04,2,6,10113.07,1
22,290017,Female,Chennai,Mobile,Silver,Debit Card,Google Ads,22.55,13,4,16132.96,1
47,303618,Female,Pune,Mobile,Basic,Net Banking,Social Media,32.59,13,4,13810.27,1
22,639297,Male,Mumbai,Mobile,Basic,Credit Card,Social Media,47.52,19,1,6339.48,1
29,1353917,Other,Hyderabad,Desktop,Gold,UPI,Google Ads,49.27,18,6,10003.45,1
33,1200154,Female,Delhi,Desktop,Silver,UPI,Social Media,57.52,19,11,10760.03,1
43,995862,Female,Mumbai,Mobile,Basic,Credit Card,Organic,49.63,1,5,22018.18,1
43,732076,Male,Delhi,Mobile,Basic,Net Banking,Social Media,34.33,8,10,24026.51,1
38,930865,Male,Mumbai,Desktop,Silver,UPI,Social Media,11.6,16,0,22335.73,1
56,621759,Male,Hyderabad,Mobile,Basic,Credit Card,Google Ads,6.89,2,3,18007.53,1
53,1062554,Female,Chennai,Mobile,Silver,UPI,Organic,4.22,8,2,14666.32,1
50,1792838,Male,Hyderabad,Mobile,Basic,Debit Card,Email,40.33,6,11,17262.61,1
47,1073741,Female,Chennai,Mobile,Silver,UPI,Email,48.64,16,14,23483.82,1
54,720659,Female,Chennai,Tablet,Basic,Net Banking,Referral,31.01,11,2,6324.97,1
40,602845,Male,Delhi,Mobile,Silver,Credit Card,Social Media,4.23,17,6,13424.5,1
27,886544,Female,,Mobile,Gold,Net Banking,Social Media,32.59,19,10,17271.24,1
22,504060,Male,Hyderabad,Mobile,Silver,Credit Card,Organic,56.21,11,11,17013.25,1
53,1421835,Other,Mumbai,Tablet,Basic,Debit Card,Email,36.26,8,9,6381.75,1
51,455128,Female,Hyderabad,Mobile,Basic,Credit Card,Referral,48.76,4,3,14709.62,1
48,999471,Male,Delhi,Mobile,Basic,UPI,Organic,48.21,11,14,19918.24,1
27,789719,Male,Chennai,Mobile,Basic,UPI,Social Media,56.0,8,11,11929.47,1
36,1050123,Male,Delhi,Mobile,Basic,Debit Card,Email,46.44,9,7,19853.12,1
49,1025038,Female,Bengaluru,Mobile,Gold,Credit Card,Referral,45.11,2,15,9061.08,1
18,1632408,Female,Bengaluru,Desktop,Silver,Debit Card,Google Ads,14.81,16,10,23475.13,1
22,1069097,Female,Mumbai,Mobile,Silver,UPI,Email,4.54,6,15,13394.82,0
21,1409720,Male,Delhi,Mobile,Silver,Net Banking,Referral,31.54,19,8,14939.1,1
33,430195,Male,Mumbai,Desktop,Silver,Debit Card,Organic,8.34,8,2,880.9,1
41,1372324,Male,Mumbai,Mobile,Basic,Net Banking,Google Ads,57.77,14,15,4339.7,1
33,1632608,Female,Bengaluru,Mobile,Gold,Net Banking,Referral,18.11,16,4,15860.05,1
19,212733,Female,Mumbai,Mobile,Basic,Credit Card,Referral,51.32,12,3,10554.77,1
45,706338,Male,Bengaluru,Tablet,Gold,Debit Card,Social Media,23.87,5,13,12753.28,1
49,289996,Male,Chennai,Mobile,Gold,Net Banking,Email,20.07,19,11,1667.99,1
44,738221,Female,Delhi,Desktop,Gold,Net Banking,Social Media,56.17,18,15,20869.97,1
37,729239,Female,Mumbai,Desktop,Silver,Credit Card,Google Ads,22.44,9,9,19634.19,1
41,736701,Female,Bengaluru,Mobile,Basic,Credit Card,Referral,24.03,2,14,4715.31,1
29,1394449,Female,Hyderabad,Tablet,Silver,UPI,Social Media,7.26,20,5,15894.8,1
52,1130417,Male,Mumbai,Mobile,Silver,Net Banking,Email,40.56,12,10,20476.05,1
50,1079005,Male,Pune,Mobile,Silver,UPI,Google Ads,18.04,2,9,16057.27,1
50,1216580,Female,Chennai,Desktop,Gold,Net Banking,Organic,35.55,10,3,7828.91,1
60,613816,Female,Chennai,Desktop,Basic,UPI,Social Media,35.89,1,7,16437.17,1
54,1450464,Male,Hyderabad,Desktop,Basic,Credit Card,Google Ads,43.43,4,2,5340.5,1
29,965332,Female,Bengaluru,Mobile,Basic,Debit Card,Organic,44.97,12,10,8024.55,1
20,947950,Female,Mumbai,Mobile,Basic,Credit Card,Social Media,31.35,9,4,6077.73,0
18,346472,Female,Bengaluru,Desktop,Silver,UPI,Google Ads,20.53,4,12,13967.44,1
50,577710,Female,Chennai,Mobile,Gold,UPI,Google Ads,50.41,9,15,2794.84,1
57,391760,Male,Bengaluru,Mobile,Gold,Debit Card,Social Media,19.28,6,15,23339.43,1
27,302744,Female,Chennai,Mobile,Gold,Net Banking,Google Ads,30.94,1,0,8404.46,1
60,1730522,Female,Bengaluru,Mobile,Gold,UPI,Referral,24.67,10,12,5552.36,1
46,1271577,Female,Hyderabad,Desktop,Gold,UPI,Social Media,51.45,14,14,12464.09,1
30,771652,Female,Delhi,Mobile,Basic,UPI,Google Ads,26.48,18,5,6997.25,1
29,1091420,Female,Hyderabad,Tablet,Gold,Debit Card,Organic,23.78,6,10,13419.11,1
48,1011460,Male,Hyderabad,Mobile,Basic,Credit Card,Organic,41.7,18,4,8777.88,1
19,418506,Female,Delhi,Desktop,Basic,UPI,Referral,36.54,20,7,3388.46,1
52,933019,Female,Delhi,Mobile,Silver,Debit Card,Social Media,7.33,16,8,6720.79,1
40,610789,Female,Mumbai,Mobile,Basic,UPI,Google Ads,30.98,15,7,11017.15,1
34,1090775,Female,Mumbai,Mobile,Basic,Net Banking,Google Ads,44.39,16,15,854.3,1
43,1092727,Female,Hyderabad,Mobile,Basic,Debit Card,Organic,59.53,8,7,19289.0,1
25,679722,Male,Hyderabad,Mobile,Basic,UPI,Referral,38.12,13,11,15583.43,1
46,738924,Female,Chennai,Tablet,Platinum,Debit Card,Organic,22.85,11,13,15073.85,1
43,359352,Male,Chennai,Desktop,Basic,UPI,Organic,14.34,7,12,13696.64,1
27,990694,Male,Mumbai,Mobile,Basic,Credit Card,Referral,52.5,17,2,14798.8,1
43,373283,Female,Pune,Mobile,Silver,UPI,Social Media,49.06,18,3,23372.83,1
51,1152346,Female,Pune,Mobile,Silver,Debit Card,Google Ads,14.8,19,15,313.37,1
58,1095015,Male,Mumbai,Mobile,Platinum,Net Banking,Social Media,12.84,13,14,1290.21,1
24,1678771,Male,Chennai,Desktop,Basic,Net Banking,Email,43.19,15,10,4868.19,1
21,1178974,Female,Chennai,Tablet,Silver,Net Banking,Email,19.58,1,3,4265.8,0
28,611413,Male,Pune,Mobile,Gold,UPI,Email,19.08,16,14,4611.74,1
46,1532564,Male,Bengaluru,Mobile,Platinum,Credit Card,Referral,9.99,5,14,16831.4,1
53,506898,Male,Bengaluru,Mobile,Silver,UPI,Organic,16.57,3,13,11541.13,1
42,1131661,Male,Chennai,Desktop,Gold,Net Banking,Social Media,26.22,10,10,24795.29,1
38,1043561,Male,Bengaluru,Mobile,Basic,Debit Card,Google Ads,44.24,19,4,5749.46,1
53,482186,Male,Delhi,Desktop,Silver,Net Banking,Email,20.84,5,12,7839.67,1
27,1290241,Male,Mumbai,Desktop,Silver,Debit Card,Social Media,20.39,7,8,24607.59,1
54,1475160,Female,Mumbai,Mobile,Gold,Credit Card,Email,17.81,14,11,20810.78,1
26,1345529,Female,Chennai,Desktop,Basic,Debit Card,Email,29.22,3,8,11798.0,0
41,656072,Female,Hyderabad,Mobile,Basic,UPI,Google Ads,11.66,13,9,13909.46,1
52,1206553,Male,Pune,Desktop,Basic,UPI,Referral,29.65,13,12,21095.13,1
52,1415202,Male,Chennai,Mobile,Basic,UPI,Organic,42.55,10,11,12076.41,1
53,325271,Female,Bengaluru,Mobile,Basic,Debit Card,Referral,2.76,2,13,5229.99,1
35,298533,Male,Pune,Tablet,Platinum,UPI,Social Media,1.58,6,0,20728.27,1
56,1148452,Female,Hyderabad,Desktop,Silver,UPI,Referral,5.43,8,13,13490.54,1
49,1694542,Female,Bengaluru,Desktop,Silver,UPI,Social Media,32.6,4,13,3910.76,1
41,246262,Female,Delhi,Mobile,Gold,Credit Card,Social Media,51.41,12,7,12689.09,1
40,1013032,Male,Bengaluru,Desktop,Silver,Debit Card,Organic,1.29,15,15,10388.76,1
49,256898,Male,Delhi,Mobile,Basic,Debit Card,Google Ads,56.26,8,13,21933.38,1
54,635699,Female,,Desktop,Basic,Net Banking,Organic,7.27,7,0,3238.78,0
29,1377945,Male,Delhi,Mobile,Basic,Debit Card,Referral,50.68,14,15,21892.72,1
30,734736,Female,Pune,Tablet,Silver,Credit Card,Social Media,29.49,19,1,12854.05,1
40,468316,Female,Pune,Tablet,Silver,Debit Card,Email,39.9,14,6,10168.67,1
42,1236233,Other,Pune,Desktop,Basic,Credit Card,Email,31.13,13,14,4132.98,1
52,657602,Male,Pune,Mobile,Silver,Credit Card,Social Media,29.15,1,7,17550.37,1
58,1124189,Female,Pune,Mobile,Platinum,Debit Card,Organic,50.26,19,0,23177.49,1
47,1219504,Female,Bengaluru,Desktop,Gold,Net Banking,Google Ads,45.6,1,14,9446.9,1
34,554999,Male,Pune,Mobile,Gold,UPI,Organic,29.52,4,2,6115.47,1
37,187906,Male,Bengaluru,Desktop,Gold,UPI,Social Media,7.59,10,6,13916.19,1
42,1552133,Female,Pune,Mobile,Basic,Debit Card,Social Media,7.81,3,12,19925.03,1
39,973719,Male,Delhi,Mobile,Gold,Debit Card,Google Ads,48.29,20,8,193.82,1
30,1524380,Male,Pune,Tablet,Basic,Credit Card,Referral,32.23,9,7,15821.3,1
36,1697550,Male,Hyderabad,Desktop,Gold,Debit Card,Referral,29.41,3,7,14953.25,1
53,1026936,Female,Pune,Mobile,Silver,Credit Card,Google Ads,41.15,6,14,8021.99,1
29,895080,Female,Pune,Mobile,Basic,Net Banking,Referral,51.67,6,8,11340.43,1
58,214701,Female,Delhi,Mobile,Gold,Debit Card,Email,38.1,12,9,6249.38,1
36,1311876,Male,Mumbai,Desktop,Platinum,UPI,Referral,46.01,1,2,19768.15,1
29,945537,Male,Delhi,Mobile,Basic,UPI,Referral,46.15,16,7,15899.92,1
26,263560,Female,Hyderabad,Tablet,Gold,Debit Card,Referral,22.02,5,0,13364.52,1
24,422615,Female,Mumbai,Desktop,Basic,Credit Card,Email,17.17,9,15,9873.9,1
45,223642,Male,Chennai,Mobile,Silver,UPI,Referral,48.27,10,7,7355.47,1
31,697083,Female,Chennai,Desktop,Silver,Credit Card,Email,23.25,13,12,20586.14,1
48,671036,Other,Hyderabad,Mobile,Silver,Debit Card,Google Ads,54.3,15,6,11340.05,0
36,507304,Female,Delhi,Mobile,Platinum,Debit Card,Organic,5.11,12,12,12586.04,1
33,545464,Female,Bengaluru,Tablet,Gold,UPI,Google Ads,4.43,5,14,13068.64,1
22,793089,Female,Hyderabad,Mobile,Gold,Debit Card,Organic,55.69,5,7,11264.34,1
52,1516651,Male,Mumbai,Mobile,Basic,Net Banking,Google Ads,39.26,18,0,6476.6,1
29,1322953,Female,Mumbai,Mobile,Platinum,Net Banking,Organic,23.4,12,5,3096.48,1
42,506916,Other,Pune,Mobile,Basic,UPI,Organic,45.55,3,6,2553.58,1
38,1680554,Male,Chennai,Mobile,Gold,Net Banking,Social Media,40.67,7,13,18960.82,1
53,492250,Female,Mumbai,Desktop,Basic,Credit Card,Organic,32.34,17,10,5665.84,1
40,785409,Female,Hyderabad,Desktop,,UPI,Organic,6.83,19,4,1486.25,1
33,1254135,Female,Mumbai,Desktop,Gold,UPI,Social Media,48.92,18,13,19958.18,1
56,1072027,Female,Hyderabad,Mobile,Basic,Credit Card,Referral,52.1,1,4,3936.14,1
59,738030,Female,Bengaluru,Mobile,Basic,Net Banking,Referral,11.16,5,6,15666.14,0
56,1036101,Female,Pune,Mobile,Basic,Net Banking,Social Media,51.18,2,14,8532.22,1
31,1363620,Male,Chennai,Mobile,Basic,Net Banking,Email,52.79,1,10,3249.36,1
48,1340793,Female,Mumbai,Mobile,Basic,UPI,Organic,33.42,7,14,10420.58,1
22,1794737,Male,Hyderabad,Mobile,Basic,UPI,Organic,39.71,11,15,468.74,1
52,1072964,Male,Delhi,Mobile,Silver,Net Banking,Social Media,23.55,11,2,21042.02,1
40,583119,Male,Chennai,Mobile,Basic,Debit Card,Social Media,17.63,18,5,12886.1,1
46,838380,Female,Bengaluru,Tablet,Gold,Net Banking,Email,43.6,17,6,3565.08,1
60,1315564,Male,Hyderabad,Tablet,Basic,Credit Card,Referral,51.85,2,0,6000.81,1
28,749936,Female,Pune,Desktop,Platinum,UPI,Google Ads,39.59,7,11,11254.58,1
35,305991,Female,Pune,Tablet,Gold,Credit Card,Referral,31.18,7,1,4802.85,1
29,582732,Female,Bengaluru,Desktop,Basic,Credit Card,Organic,10.38,10,15,6788.12,1
26,686079,Male,Bengaluru,Mobile,Gold,UPI,Social Media,4.15,3,11,13406.2,0
27,706684,Female,Pune,Mobile,Gold,Debit Card,Email,27.3,12,3,20831.96,1
34,1312658,Female,Mumbai,Desktop,Platinum,Net Banking,Referral,3.91,3,12,10105.81,1
55,308322,Female,Mumbai,Desktop,Silver,Credit Card,Email,34.59,11,15,17952.68,1
24,836951,Male,Hyderabad,Desktop,Basic,UPI,Referral,23.58,12,7,21929.44,1
30,191303,Male,Delhi,Desktop,Silver,Credit Card,Organic,45.67,4,10,5485.89,1
57,1390209,Male,Hyderabad,Mobile,Silver,Net Banking,Google Ads,19.03,16,12,20199.08,1
59,1562439,Male,Delhi,Desktop,Silver,Debit Card,Email,35.99,20,13,18959.31,1
26,1478266,Male,Bengaluru,Tablet,Basic,Debit Card,Email,32.72,18,9,8987.74,1
44,1189612,Female,Chennai,Mobile,Gold,Debit Card,Google Ads,1.28,4,5,24739.05,1
19,279616,Male,Hyderabad,Desktop,Platinum,UPI,Email,5.27,6,0,6638.05,1
22,1090597,Male,Hyderabad,Mobile,Basic,UPI,Email,18.13,15,9,6444.6,0
46,1314807,Male,Delhi,Desktop,Basic,Debit Card,Referral,53.05,1,4,19329.25,1
54,449458,Male,Bengaluru,Desktop,Basic,Net Banking,Referral,9.67,3,6,10922.97,0
55,1248199,Male,Bengaluru,Mobile,Gold,Net Banking,Google Ads,42.94,5,14,8336.8,1
36,903035,Male,Delhi,Desktop,Gold,UPI,Organic,58.43,17,12,4548.7,1
25,670042,Male,Bengaluru,Mobile,Silver,Debit Card,Email,47.64,14,5,19156.78,1
18,638298,Female,Pune,Desktop,Silver,Net Banking,Organic,15.33,9,12,19679.41,1
39,1227343,Other,Mumbai,Mobile,Silver,Net Banking,Google Ads,54.59,3,12,14207.44,1
34,1705416,Male,Pune,Desktop,Basic,Net Banking,Google Ads,6.49,13,11,23937.11,1
24,285228,Male,Chennai,Mobile,Silver,UPI,Referral,28.62,3,8,8022.27,1
42,606346,Female,Hyderabad,Desktop,Gold,Debit Card,Email,53.36,11,7,5568.51,1
21,1064056,Male,Chennai,Mobile,Platinum,Credit Card,Social Media,38.83,2,14,16968.92,1
53,1749123,Male,Hyderabad,Desktop,Platinum,Debit Card,Google Ads,25.41,15,3,18984.38,1
